id,private,size,nace,region,single_shift
4703,1,M,C,24,FALSE
4704,1,M,G,24,TRUE
4705,1,M,H,24,TRUE
4706,1,S,G,24,TRUE
4707,1,M,C,24,FALSE
4708,1,L,C,24,FALSE
4709,1,S,I,24,FALSE
4710,1,S,H,24,FALSE
4711,1,S,F,24,TRUE
4712,1,L,I,24,FALSE
4713,1,S,R.S,24,TRUE
4714,0,M,M,24,TRUE
4715,1,S,F,24,TRUE
4716,1,M,F,24,TRUE
4717,1,L,C,24,TRUE
4718,1,M,F,24,TRUE
4719,1,S,G,24,TRUE
4720,1,L,C,24,FALSE
4721,1,L,G,12,FALSE
4722,1,S,C,24,TRUE
4723,0,M,D.E,12,TRUE
4724,1,S,J,24,TRUE
4725,1,M,M,24,TRUE
4726,1,S,F,24,TRUE
4727,1,S,I,24,FALSE
4728,0,L,I,32,FALSE
4729,1,S,G,24,FALSE
4730,1,M,Q,24,FALSE
4731,1,L,C,24,FALSE
4732,1,S,G,24,TRUE
4733,1,S,F,24,TRUE
4734,1,S,M,24,TRUE
4735,1,M,M,24,TRUE
4736,1,S,G,24,TRUE
4737,1,S,F,24,TRUE
4738,1,L,D.E,24,FALSE
4739,1,S,C,24,TRUE
4740,1,M,F,24,FALSE
4741,1,S,H,24,FALSE
4742,1,S,G,24,FALSE
4743,1,S,F,24,TRUE
4744,1,S,N,24,TRUE
4745,1,S,G,24,TRUE
4746,1,L,C,24,FALSE
4747,1,M,G,24,FALSE
4748,1,M,M,24,TRUE
4749,1,S,G,24,FALSE
4750,1,S,H,12,TRUE
4751,1,S,Q,24,FALSE
4752,1,M,K.L,24,TRUE
4753,1,M,G,24,TRUE
4754,1,L,C,26,TRUE
4755,1,M,C,24,TRUE
4756,1,M,G,24,TRUE
4757,0,M,Q,24,FALSE
4758,1,S,G,24,FALSE
4759,1,M,C,24,FALSE
4760,1,M,C,24,TRUE
4761,1,M,G,24,TRUE
4762,1,M,C,24,TRUE
4763,1,S,C,24,TRUE
4764,1,M,C,12,FALSE
4765,1,S,C,24,TRUE
4766,1,L,N,24,TRUE
4767,1,S,G,24,TRUE
4768,1,L,C,24,FALSE
4769,1,M,M,24,TRUE
4770,1,M,G,24,TRUE
4771,1,L,N,24,TRUE
4772,1,S,C,24,TRUE
4773,1,M,G,28,FALSE
4774,0,M,Q,24,TRUE
4775,1,S,F,24,FALSE
4776,1,S,F,24,TRUE
4777,1,S,G,24,TRUE
4778,1,S,C,24,TRUE
4779,1,L,C,14,TRUE
4780,1,L,C,24,FALSE
4781,1,S,F,24,TRUE
4782,1,L,C,24,FALSE
4783,1,L,C,24,FALSE
4784,1,M,C,12,TRUE
4785,1,L,M,24,TRUE
4786,1,M,I,24,FALSE
4787,1,M,D.E,24,FALSE
4788,1,M,D.E,24,FALSE
4789,1,S,M,24,TRUE
4790,1,S,G,12,FALSE
4791,1,S,H,24,TRUE
4792,1,S,R.S,24,TRUE
4793,0,M,R.S,24,TRUE
4794,1,M,I,24,FALSE
4795,1,S,F,24,TRUE
4796,1,S,C,24,TRUE
4797,1,M,C,24,FALSE
4798,1,S,G,24,TRUE
4799,1,M,Q,24,FALSE
4800,1,M,G,24,TRUE
4801,1,S,F,12,TRUE
4802,1,M,M,24,TRUE
4803,1,M,N,24,TRUE
4804,1,S,P,24,TRUE
4805,1,M,G,24,TRUE
4806,1,S,G,24,FALSE
4807,1,S,G,24,FALSE
4808,1,S,C,24,TRUE
4809,1,L,N,24,FALSE
4810,0,M,Q,24,FALSE
4811,1,M,H,12,TRUE
4812,1,S,F,24,TRUE
4813,1,M,I,24,FALSE
4814,1,S,H,24,FALSE
4815,1,L,G,24,TRUE
4816,1,S,M,24,FALSE
4817,1,M,G,24,TRUE
4818,1,M,I,24,FALSE
4819,1,S,G,24,FALSE
4820,1,S,G,24,TRUE
4821,1,M,F,24,TRUE
4822,1,M,C,24,TRUE
4823,0,L,P,24,TRUE
4824,1,L,I,24,FALSE
4825,1,S,G,24,FALSE
4826,1,L,N,02,FALSE
4827,1,M,C,24,FALSE
4828,1,S,G,24,TRUE
4829,1,S,C,24,TRUE
4830,1,S,G,24,TRUE
4831,1,S,R.S,24,FALSE
4832,1,S,G,24,FALSE
4833,1,L,Q,24,FALSE
4834,0,L,Q,24,TRUE
4835,1,S,C,12,TRUE
4836,1,S,C,24,TRUE
4837,1,M,G,24,TRUE
4838,0,L,Q,24,FALSE
4839,1,S,I,24,FALSE
4840,1,M,G,24,FALSE
4841,0,M,O,24,TRUE
4842,0,M,O,24,TRUE
4843,0,M,Q,24,TRUE
4844,1,M,C,24,FALSE
4845,1,M,C,24,FALSE
4846,0,L,Q,24,TRUE
4847,1,M,R.S,24,TRUE
4848,1,S,F,24,TRUE
4849,1,S,R.S,24,FALSE
4850,1,S,F,24,TRUE
4851,1,S,G,24,TRUE
4852,1,S,F,24,TRUE
4853,1,M,G,24,TRUE
4854,1,M,F,24,TRUE
4855,1,S,F,24,TRUE
4856,1,S,N,24,FALSE
4857,1,S,M,24,TRUE
4858,1,S,R.S,02,TRUE
4859,1,S,F,24,TRUE
4860,1,S,F,24,FALSE
4861,1,M,G,24,TRUE
4862,1,S,I,24,FALSE
4863,1,S,G,24,TRUE
4864,1,L,P,24,TRUE
4865,0,L,K.L,24,FALSE
4866,0,L,Q,24,FALSE
4867,1,S,J,24,TRUE
4868,1,L,F,24,TRUE
4869,1,S,G,24,TRUE
4870,1,M,I,24,FALSE
4871,1,S,H,24,FALSE
4872,1,S,C,12,TRUE
4873,1,S,C,24,TRUE
4874,1,S,G,24,FALSE
4875,1,L,I,24,FALSE
4876,1,M,G,24,TRUE
4877,1,L,C,24,FALSE
4878,0,L,K.L,24,TRUE
4879,0,M,P,24,FALSE
4880,1,S,G,24,TRUE
4881,1,M,Q,24,FALSE
4882,1,L,C,24,TRUE
4883,1,L,Q,24,FALSE
4884,1,L,C,24,FALSE
4885,1,M,G,24,FALSE
4886,1,L,F,24,TRUE
4887,1,L,F,24,TRUE
4888,1,S,R.S,24,FALSE
4889,1,M,F,24,TRUE
4890,1,S,R.S,24,FALSE
4891,1,L,N,24,TRUE
4892,1,S,M,24,FALSE
4893,1,M,M,24,TRUE
4894,1,S,G,24,FALSE
4895,1,L,C,24,FALSE
4896,1,S,C,24,TRUE
4897,1,M,G,24,FALSE
4898,1,S,R.S,24,TRUE
4899,1,S,H,24,FALSE
4900,1,M,C,24,TRUE
4901,1,S,F,24,TRUE
4902,1,S,I,24,TRUE
4903,1,M,C,24,FALSE
4904,1,M,G,24,TRUE
4905,1,L,F,24,TRUE
4906,1,M,F,24,TRUE
4907,1,M,G,14,TRUE
4908,1,L,C,32,FALSE
4909,1,S,G,24,FALSE
4910,1,M,Q,24,FALSE
4911,1,S,G,24,TRUE
4912,1,M,C,24,TRUE
4913,1,M,G,24,TRUE
4914,1,L,C,24,TRUE
4915,1,S,I,24,FALSE
4916,1,M,G,24,TRUE
4917,1,L,C,24,FALSE
4918,1,S,G,24,FALSE
4919,1,L,G,24,FALSE
4920,1,S,G,24,TRUE
4921,1,L,P,24,TRUE
4922,1,S,C,24,TRUE
4923,1,S,F,24,TRUE
4924,1,S,R.S,24,FALSE
4925,0,L,K.L,24,TRUE
4926,1,S,F,24,TRUE
4927,1,S,I,24,FALSE
4928,1,S,G,24,FALSE
4929,1,S,C,24,TRUE
4930,1,S,G,24,FALSE
4931,1,S,I,24,FALSE
4932,1,S,R.S,24,FALSE
4933,1,M,C,24,TRUE
4934,1,S,H,24,TRUE
4935,1,M,G,24,FALSE
4936,1,L,C,24,TRUE
4937,1,S,I,24,TRUE
4938,1,M,G,24,TRUE
4939,1,S,G,24,FALSE
4940,1,S,G,24,TRUE
4941,1,M,J,24,TRUE
4942,1,M,G,24,TRUE
4943,1,M,G,24,TRUE
4944,1,L,N,24,FALSE
4945,1,M,C,24,FALSE
4946,1,M,F,24,TRUE
4947,1,S,F,24,TRUE
4948,1,M,Q,12,FALSE
4949,1,M,G,24,FALSE
4950,1,S,F,24,TRUE
4951,1,M,G,24,TRUE
4952,1,S,F,24,TRUE
4953,1,S,G,24,FALSE
4954,1,M,C,24,TRUE
4955,1,S,R.S,24,TRUE
4956,1,L,G,24,TRUE
4957,1,S,G,24,FALSE
4958,1,S,F,24,TRUE
4959,1,M,G,24,TRUE
4960,1,M,C,24,TRUE
4961,1,S,M,24,TRUE
4962,1,S,G,24,FALSE
4963,1,S,F,24,TRUE
4964,1,S,Q,24,TRUE
4965,1,S,M,24,TRUE
4966,1,L,C,28,TRUE
4967,1,M,F,28,TRUE
4968,1,S,I,28,TRUE
4969,1,S,M,28,TRUE
4970,1,S,F,28,TRUE
4971,1,S,H,28,FALSE
4972,1,L,C,28,FALSE
4973,1,S,K.L,28,TRUE
4974,1,M,C,28,TRUE
4975,1,S,I,28,FALSE
4976,1,S,F,28,FALSE
4977,1,M,G,28,FALSE
4978,1,S,C,04,TRUE
4979,1,S,G,28,TRUE
4980,1,S,G,28,FALSE
4981,1,L,C,28,FALSE
4982,1,S,R.S,28,TRUE
4983,1,S,F,28,TRUE
4984,1,S,I,28,FALSE
4985,1,M,G,28,TRUE
4986,1,M,Q,28,TRUE
4987,1,S,R.S,28,FALSE
4988,1,L,F,28,TRUE
4989,1,M,G,28,FALSE
4990,1,M,C,28,TRUE
4991,1,S,F,28,TRUE
4992,1,M,G,28,FALSE
4993,1,S,G,28,TRUE
4994,1,S,G,28,FALSE
4995,1,M,C,28,FALSE
4996,0,M,D.E,28,TRUE
4997,1,S,F,28,TRUE
4998,1,M,C,28,TRUE
4999,1,M,C,28,FALSE
5000,1,S,G,28,FALSE
5001,1,S,F,28,TRUE
5002,0,L,Q,28,FALSE
5003,1,M,C,28,TRUE
5004,1,S,G,28,FALSE
5005,1,S,G,28,TRUE
5006,1,M,G,28,FALSE
5007,1,S,G,28,FALSE
5008,1,S,G,28,TRUE
5009,1,S,K.L,28,TRUE
5010,1,M,P,28,FALSE
5011,1,S,F,28,TRUE
5012,1,M,I,28,TRUE
5013,1,S,F,28,TRUE
5014,1,M,C,28,TRUE
5015,1,L,C,28,TRUE
5016,1,S,G,28,TRUE
5017,1,L,N,28,TRUE
5018,1,S,F,28,TRUE
5019,1,M,F,28,FALSE
5020,1,S,I,28,TRUE
5021,0,M,D.E,28,FALSE
5022,1,S,G,28,TRUE
5023,1,M,C,28,FALSE
5024,1,M,F,28,TRUE
5025,1,M,D.E,28,FALSE
5026,1,S,G,28,FALSE
5027,1,S,R.S,28,TRUE
5028,1,S,F,28,TRUE
5029,1,S,K.L,28,TRUE
5030,1,M,H,28,TRUE
5031,1,S,F,28,TRUE
5032,1,S,N,28,FALSE
5033,1,S,C,28,TRUE
5034,1,M,F,28,TRUE
5035,0,M,Q,28,TRUE
5036,0,L,P,28,TRUE
5037,1,S,C,28,FALSE
5038,1,M,F,28,TRUE
5039,1,S,G,28,TRUE
5040,1,S,C,28,TRUE
5041,1,S,F,28,TRUE
5042,1,M,I,28,FALSE
5043,1,S,G,28,TRUE
5044,0,L,P,28,TRUE
5045,1,S,I,28,TRUE
5046,1,M,C,28,FALSE
5047,1,S,M,28,TRUE
5048,1,L,C,28,TRUE
5049,1,M,H,28,TRUE
5050,1,S,F,28,TRUE
5051,1,M,G,28,FALSE
5052,1,S,G,28,FALSE
5053,1,L,D.E,28,TRUE
5054,1,S,C,28,FALSE
5055,0,M,P,28,TRUE
5056,1,S,P,28,TRUE
5057,1,M,P,28,TRUE
5058,1,M,F,28,TRUE
5059,1,S,F,28,TRUE
5060,1,M,P,28,TRUE
5061,1,L,N,28,FALSE
5062,1,S,G,28,TRUE
5063,1,M,C,28,FALSE
5064,1,S,M,28,TRUE
5065,1,M,G,28,TRUE
5066,1,S,G,28,FALSE
5067,0,M,D.E,28,TRUE
5068,1,L,C,28,TRUE
5069,1,L,G,28,FALSE
5070,1,S,N,28,TRUE
5071,1,S,N,28,TRUE
5072,1,S,I,28,TRUE
5073,1,S,R.S,28,FALSE
5074,1,M,C,28,FALSE
5075,1,S,F,28,TRUE
5076,1,S,F,28,TRUE
5077,1,S,H,28,TRUE
5078,1,S,C,28,TRUE
5079,1,M,I,28,FALSE
5080,1,S,G,28,TRUE
5081,1,S,P,28,TRUE
5082,1,S,G,28,TRUE
5083,1,L,G,28,FALSE
5084,1,S,K.L,28,TRUE
5085,1,M,C,28,FALSE
5086,1,S,Q,28,FALSE
5087,1,S,F,28,TRUE
5088,1,S,G,28,FALSE
5089,1,S,R.S,28,TRUE
5090,1,M,G,28,TRUE
5091,1,S,G,28,FALSE
5092,0,M,Q,28,FALSE
5093,1,M,C,28,TRUE
5094,1,S,F,28,TRUE
5095,1,L,C,26,TRUE
5096,1,S,G,26,TRUE
5097,1,M,F,26,TRUE
5098,1,M,F,26,FALSE
5099,1,M,C,26,TRUE
5100,1,S,F,26,TRUE
5101,1,L,N,02,TRUE
5102,1,S,F,26,TRUE
5103,1,M,C,26,TRUE
5104,1,L,C,26,FALSE
5105,1,M,C,26,TRUE
5106,1,S,C,26,TRUE
5107,1,M,F,26,TRUE
5108,1,S,F,26,TRUE
5109,1,S,C,26,TRUE
5110,1,L,C,26,TRUE
5111,1,L,C,26,FALSE
5112,0,L,N,26,TRUE
5113,1,M,C,26,TRUE
5114,1,L,C,26,FALSE
5115,1,L,F,12,TRUE
5116,1,M,C,26,TRUE
5117,1,L,G,26,FALSE
5118,1,L,G,26,FALSE
5119,1,M,I,26,FALSE
5120,1,L,G,26,TRUE
5121,1,L,K.L,02,TRUE
5122,1,M,C,26,FALSE
5123,1,L,C,06,FALSE
5124,1,S,F,26,TRUE
5125,1,S,G,26,FALSE
5126,1,L,F,26,TRUE
5127,1,M,C,26,TRUE
5128,1,M,F,26,TRUE
5129,1,L,C,26,FALSE
5130,1,S,F,12,TRUE
5131,1,L,C,26,FALSE
5132,1,S,G,26,TRUE
5133,1,S,G,26,TRUE
5134,1,S,F,26,FALSE
5135,1,L,C,26,TRUE
5136,1,L,N,26,FALSE
5137,1,M,F,26,TRUE
5138,1,S,G,26,TRUE
5139,1,M,C,24,TRUE
5140,1,L,K.L,26,TRUE
5141,1,L,Q,26,FALSE
5142,1,S,C,26,TRUE
5143,1,S,C,26,TRUE
5144,1,M,G,26,TRUE
5145,1,M,C,26,TRUE
5146,1,S,K.L,26,TRUE
5147,1,S,G,26,TRUE
5148,1,S,N,26,TRUE
5149,1,S,G,26,TRUE
5150,1,S,H,26,TRUE
5151,1,S,F,26,TRUE
5152,1,S,C,26,FALSE
5153,1,M,G,26,TRUE
5154,1,M,N,26,TRUE
5155,1,S,G,26,TRUE
5156,1,M,H,26,TRUE
5157,1,S,G,26,TRUE
5158,1,M,N,26,TRUE
5159,1,L,C,26,FALSE
5160,1,L,G,26,TRUE
5161,1,S,G,26,FALSE
5162,1,S,K.L,26,FALSE
5163,1,S,I,26,TRUE
5164,1,S,C,26,TRUE
5165,1,S,R.S,26,TRUE
5166,0,M,Q,26,TRUE
5167,0,L,K.L,26,TRUE
5168,1,L,Q,26,TRUE
5169,1,S,G,26,TRUE
5170,1,L,C,26,FALSE
5171,1,M,P,26,TRUE
5172,1,S,C,26,TRUE
5173,1,S,J,26,TRUE
5174,1,S,D.E,26,TRUE
5175,0,L,P,26,TRUE
5176,1,M,Q,26,FALSE
5177,1,L,C,26,FALSE
5178,1,L,G,26,TRUE
5179,1,S,M,12,TRUE
5180,1,L,G,26,FALSE
5181,1,S,F,26,TRUE
5182,1,S,K.L,26,TRUE
5183,0,M,Q,26,TRUE
5184,0,M,P,26,TRUE
5185,1,S,C,26,TRUE
5186,1,M,G,26,TRUE
5187,1,L,C,26,TRUE
5188,1,L,H,26,FALSE
5189,1,M,H,26,FALSE
5190,1,S,G,26,FALSE
5191,1,L,C,26,TRUE
5192,1,M,F,26,TRUE
5193,1,S,C,26,TRUE
5194,1,L,G,26,TRUE
5195,0,L,P,26,FALSE
5196,1,M,I,26,FALSE
5197,1,M,C,26,TRUE
5198,1,M,C,26,FALSE
5199,1,L,G,26,TRUE
5200,1,S,M,26,TRUE
5201,1,S,R.S,26,FALSE
5202,1,S,G,26,TRUE
5203,1,M,M,26,FALSE
5204,1,S,D.E,26,TRUE
5205,1,S,F,26,TRUE
5206,1,M,G,26,FALSE
5207,1,L,C,26,TRUE
5208,1,S,R.S,26,FALSE
5209,1,S,M,26,TRUE
5210,1,S,F,16,FALSE
5211,1,M,C,30,TRUE
5212,1,S,G,30,FALSE
5213,1,S,G,30,TRUE
5214,1,S,H,30,TRUE
5215,1,L,C,30,FALSE
5216,1,L,C,30,FALSE
5217,1,S,G,30,TRUE
5218,1,L,G,30,FALSE
5219,1,S,R.S,30,FALSE
5220,1,L,G,30,FALSE
5221,1,M,I,30,FALSE
5222,1,M,C,30,TRUE
5223,1,M,N,30,TRUE
5224,1,M,F,30,TRUE
5225,1,L,C,30,TRUE
5226,1,S,C,10,TRUE
5227,1,S,I,30,TRUE
5228,1,S,H,30,FALSE
5229,1,L,C,30,TRUE
5230,1,M,G,30,TRUE
5231,1,S,F,30,TRUE
5232,1,M,C,30,FALSE
5233,1,S,C,30,TRUE
5234,1,M,G,30,FALSE
5235,1,L,C,30,FALSE
5236,1,S,G,30,TRUE
5237,1,S,F,30,TRUE
5238,1,S,H,30,FALSE
5239,1,M,H,30,FALSE
5240,1,M,H,30,TRUE
5241,1,S,H,30,FALSE
5242,1,S,F,30,TRUE
5243,1,M,H,30,FALSE
5244,1,L,C,30,FALSE
5245,0,M,Q,30,TRUE
5246,0,M,R.S,30,FALSE
5247,1,S,C,30,TRUE
5248,1,L,C,30,TRUE
5249,1,S,F,30,TRUE
5250,1,M,F,30,TRUE
5251,1,M,G,30,TRUE
5252,1,S,K.L,30,TRUE
5253,1,S,C,30,TRUE
5254,1,S,F,30,TRUE
5255,1,S,G,30,TRUE
5256,1,S,F,30,TRUE
5257,1,L,C,30,TRUE
5258,1,S,R.S,30,TRUE
5259,1,S,F,30,TRUE
5260,1,S,H,30,TRUE
5261,1,S,G,30,TRUE
5262,1,M,F,30,TRUE
5263,1,L,N,30,TRUE
5264,1,S,G,30,TRUE
5265,1,M,C,30,TRUE
5266,1,M,I,30,FALSE
5267,1,S,G,30,TRUE
5268,1,S,I,30,FALSE
5269,1,S,G,30,TRUE
5270,1,S,K.L,30,TRUE
5271,0,M,D.E,30,TRUE
5272,1,S,F,30,TRUE
5273,1,L,G,30,TRUE
5274,1,S,G,30,TRUE
5275,1,L,C,30,FALSE
5276,1,S,H,30,TRUE
5277,1,L,G,30,FALSE
5278,1,L,G,30,FALSE
5279,1,S,N,30,TRUE
5280,1,M,F,30,TRUE
5281,1,S,C,30,TRUE
5282,1,S,C,30,TRUE
5283,1,S,F,30,TRUE
5284,1,S,N,30,TRUE
5285,1,S,G,30,FALSE
5286,1,M,F,30,TRUE
5287,1,M,G,30,FALSE
5288,1,M,F,30,TRUE
5289,1,S,I,04,TRUE
5290,1,M,C,30,TRUE
5291,1,M,F,30,TRUE
5292,1,S,G,30,TRUE
5293,1,S,I,30,TRUE
5294,0,M,R.S,30,FALSE
5295,1,L,N,30,TRUE
5296,1,M,M,30,TRUE
5297,1,L,D.E,30,FALSE
5298,1,L,N,30,TRUE
5299,1,S,I,30,FALSE
5300,1,M,C,30,TRUE
5301,1,L,N,30,FALSE
5302,1,S,H,30,FALSE
5303,1,M,G,30,FALSE
5304,1,M,C,30,FALSE
5305,1,S,F,30,TRUE
5306,1,M,G,30,TRUE
5307,1,M,G,30,TRUE
5308,1,M,C,30,TRUE
5309,0,L,Q,30,FALSE
5310,1,S,F,30,TRUE
5311,1,S,F,30,TRUE
5312,1,S,G,30,TRUE
5313,1,M,F,30,TRUE
5314,1,M,G,30,TRUE
5315,1,M,C,30,FALSE
5316,1,S,R.S,30,TRUE
5317,1,M,G,06,FALSE
5318,1,M,G,08,TRUE
5319,1,S,G,30,FALSE
5320,1,M,H,30,FALSE
5321,1,S,F,30,TRUE
5322,1,M,G,16,FALSE
5323,1,S,G,02,FALSE
5324,1,M,G,30,FALSE
5325,1,L,C,30,FALSE
5326,1,L,C,30,FALSE
5327,0,L,M,14,TRUE
5328,1,S,M,30,TRUE
5329,1,L,H,30,TRUE
5330,1,L,C,30,FALSE
5331,1,S,I,30,TRUE
5332,1,S,I,30,FALSE
5333,1,M,F,30,TRUE
5334,1,M,G,30,TRUE
5335,1,M,F,30,TRUE
5336,1,L,G,30,FALSE
5337,1,M,H,30,TRUE
5338,1,L,G,30,FALSE
5339,1,S,H,30,FALSE
5340,0,M,I,30,TRUE
5341,1,S,C,30,TRUE
5342,1,S,G,30,TRUE
5343,1,M,C,30,TRUE
5344,1,S,F,30,TRUE
5345,1,L,C,30,FALSE
5346,1,S,G,30,FALSE
5347,1,M,J,30,TRUE
5348,1,S,I,30,FALSE
5349,1,S,I,30,FALSE
5350,1,M,C,30,TRUE
5351,1,M,I,30,TRUE
5352,0,S,Q,30,TRUE
5353,1,M,F,30,TRUE
5354,1,M,R.S,30,FALSE
5355,1,S,G,30,FALSE
5356,1,S,F,30,TRUE
5357,1,M,C,30,FALSE
5358,1,M,H,30,TRUE
5359,1,S,N,30,TRUE
5360,1,L,N,30,FALSE
5361,1,M,C,30,FALSE
5362,1,L,F,30,TRUE
5363,1,S,K.L,30,TRUE
5364,1,M,C,30,TRUE
5365,1,M,C,30,FALSE
5366,1,M,P,30,TRUE
5367,1,S,F,30,TRUE
5368,1,M,N,30,TRUE
5369,1,L,C,30,TRUE
5370,1,S,N,30,FALSE
5371,1,S,M,30,TRUE
5372,1,M,G,30,TRUE
5373,1,S,I,30,FALSE
5374,1,S,I,30,TRUE
5375,1,M,G,30,TRUE
5376,1,S,F,30,TRUE
5377,0,M,P,30,TRUE
5378,1,L,F,12,TRUE
5379,1,M,G,30,TRUE
5380,0,S,Q,30,FALSE
5381,1,S,K.L,30,FALSE
5382,1,M,P,30,TRUE
5383,1,L,C,30,FALSE
5384,1,S,H,30,FALSE
5385,1,L,C,30,FALSE
5386,1,S,C,30,TRUE
5387,1,M,G,30,TRUE
5388,1,S,K.L,30,TRUE
5389,1,M,H,30,FALSE
5390,1,L,F,30,TRUE
5391,0,M,P,30,FALSE
5392,1,S,G,30,FALSE
5393,1,M,C,30,FALSE
5394,1,L,C,30,FALSE
5395,1,M,G,30,FALSE
5396,1,S,R.S,30,FALSE
5397,1,M,G,30,FALSE
5398,1,M,G,10,FALSE
5399,1,S,C,22,TRUE
5400,1,M,G,24,FALSE
5401,1,S,G,30,FALSE
5402,1,M,F,30,TRUE
5403,1,L,C,30,FALSE
5404,1,M,F,30,TRUE
5405,1,S,G,30,TRUE
5406,1,S,K.L,30,TRUE
5407,1,M,D.E,30,TRUE
5408,1,M,G,30,TRUE
5409,1,S,F,30,TRUE
5410,1,S,G,30,TRUE
5411,1,S,R.S,30,FALSE
5412,1,S,R.S,30,TRUE
5413,1,M,H,30,FALSE
5414,1,M,F,30,TRUE
5415,1,S,G,30,TRUE
5416,1,S,N,30,TRUE
5417,1,M,G,14,FALSE
5418,1,L,M,30,TRUE
5419,1,S,G,30,FALSE
5420,1,S,G,30,TRUE
5421,1,L,G,30,FALSE
5422,1,S,G,30,TRUE
5423,1,M,C,30,TRUE
5424,1,S,C,30,TRUE
5425,1,M,G,30,TRUE
5426,1,M,C,30,TRUE
5427,1,M,G,30,FALSE
5428,1,S,F,30,TRUE
5429,0,M,Q,30,TRUE
5430,1,S,H,30,FALSE
5431,1,S,C,30,TRUE
5432,0,M,D.E,30,TRUE
5433,1,M,C,30,TRUE
5434,1,S,C,30,TRUE
5435,1,M,C,30,TRUE
5436,1,M,G,30,TRUE
5437,1,S,F,30,TRUE
5438,1,M,C,30,FALSE
5439,1,S,I,30,TRUE
5440,1,S,F,30,TRUE
5441,1,L,G,30,TRUE
5442,1,M,G,30,FALSE
5443,0,S,R.S,30,TRUE
5444,0,M,P,30,FALSE
5445,0,M,D.E,30,FALSE
5446,1,L,C,30,TRUE
5447,1,S,F,30,TRUE
5448,1,M,G,30,TRUE
5449,1,S,M,30,TRUE
5450,1,M,H,30,TRUE
5451,0,M,Q,30,TRUE
5452,1,S,C,30,TRUE
5453,1,S,G,30,TRUE
5454,0,M,D.E,30,TRUE
5455,1,M,F,30,TRUE
5456,1,S,M,30,TRUE
5457,1,L,M,30,TRUE
5458,1,S,G,30,FALSE
5459,0,M,D.E,30,TRUE
5460,1,S,R.S,30,TRUE
5461,1,S,R.S,30,TRUE
5462,1,L,G,30,FALSE
5463,1,S,I,30,FALSE
5464,1,S,R.S,30,TRUE
5465,1,S,G,32,TRUE
5466,1,L,C,32,FALSE
5467,1,S,D.E,22,TRUE
5468,1,S,F,32,TRUE
5469,1,S,G,32,FALSE
5470,1,M,F,32,TRUE
5471,1,S,G,32,TRUE
5472,1,L,C,32,FALSE
5473,1,L,F,32,TRUE
5474,1,M,K.L,32,TRUE
5475,1,L,C,32,FALSE
5476,1,M,M,32,TRUE
5477,1,S,G,32,TRUE
5478,1,L,C,32,TRUE
5479,1,S,G,32,TRUE
5480,1,S,H,32,FALSE
5481,1,S,G,32,TRUE
5482,1,S,G,32,FALSE
5483,1,M,F,32,TRUE
5484,1,M,C,32,TRUE
5485,1,S,I,32,FALSE
5486,1,M,H,32,TRUE
5487,1,M,G,32,TRUE
5488,1,L,C,32,FALSE
5489,1,M,C,32,TRUE
5490,1,L,C,32,FALSE
5491,1,M,K.L,32,TRUE
5492,1,M,P,32,TRUE
5493,1,S,K.L,32,TRUE
5494,1,S,F,32,TRUE
5495,1,S,G,32,TRUE
5496,1,M,C,32,TRUE
5497,1,M,C,32,TRUE
5498,1,S,G,32,FALSE
5499,1,S,G,32,TRUE
5500,1,S,F,32,TRUE
5501,1,L,Q,04,FALSE
5502,1,S,I,32,FALSE
5503,1,S,Q,32,TRUE
5504,1,M,F,32,TRUE
5505,1,S,K.L,32,FALSE
5506,1,S,R.S,32,TRUE
5507,0,L,Q,32,FALSE
5508,1,S,G,32,FALSE
5509,1,S,J,32,TRUE
5510,1,S,P,32,TRUE
5511,1,M,I,32,FALSE
5512,1,S,M,32,TRUE
5513,1,S,R.S,32,FALSE
5514,1,M,F,32,TRUE
5515,1,S,G,32,TRUE
5516,1,L,C,14,TRUE
5517,1,S,C,32,TRUE
5518,0,L,Q,32,TRUE
5519,1,M,C,32,TRUE
5520,1,S,I,32,FALSE
5521,1,M,C,32,FALSE
5522,1,M,M,32,TRUE
5523,1,M,P,32,FALSE
5524,1,S,F,32,TRUE
5525,1,S,I,32,FALSE
5526,0,M,P,32,TRUE
5527,0,M,P,32,TRUE
5528,1,S,F,32,TRUE
5529,1,S,F,32,TRUE
5530,1,S,C,32,TRUE
5531,1,M,G,32,TRUE
5532,1,M,C,10,TRUE
5533,0,M,P,32,TRUE
5534,0,M,P,32,TRUE
5535,0,L,P,32,FALSE
5536,1,S,G,32,FALSE
5537,0,M,Q,32,TRUE
5538,1,L,C,32,TRUE
5539,1,S,M,32,TRUE
5540,1,S,G,32,TRUE
5541,1,M,C,32,TRUE
5542,1,S,I,32,TRUE
5543,1,S,F,32,TRUE
5544,1,S,F,32,TRUE
5545,1,M,G,32,TRUE
5546,1,S,N,32,TRUE
5547,1,S,R.S,32,FALSE
5548,1,S,N,32,TRUE
5549,1,S,F,32,TRUE
5550,1,M,F,32,TRUE
5551,1,S,H,32,FALSE
5552,0,L,O,32,TRUE
5553,0,M,R.S,32,TRUE
5554,1,S,C,32,TRUE
5555,1,S,F,32,TRUE
5556,1,S,C,32,TRUE
5557,1,M,C,32,TRUE
5558,1,M,M,32,TRUE
5559,1,S,M,32,FALSE
5560,1,S,G,32,TRUE
5561,0,M,P,32,TRUE
5562,1,S,C,32,TRUE
5563,1,M,P,32,TRUE
