id,private,size,nace,region,single_shift
2361,0,M,D.E,04,FALSE
2362,1,S,F,04,TRUE
2363,1,M,C,04,TRUE
2364,1,L,C,10,FALSE
2365,1,S,I,10,FALSE
2366,1,L,N,10,FALSE
2367,1,S,F,10,TRUE
2368,1,S,F,10,TRUE
2369,1,M,N,10,TRUE
2370,1,S,G,10,TRUE
2371,1,S,R.S,10,TRUE
2372,1,M,F,10,TRUE
2373,1,S,G,10,TRUE
2374,1,M,H,10,FALSE
2375,1,S,C,10,TRUE
2376,1,L,N,10,FALSE
2377,1,L,N,10,TRUE
2378,1,S,F,10,TRUE
2379,1,S,G,10,FALSE
2380,1,L,P,10,TRUE
2381,1,S,J,10,TRUE
2382,1,M,C,10,TRUE
2383,1,M,C,10,TRUE
2384,1,L,C,10,FALSE
2385,1,S,F,10,TRUE
2386,1,S,F,10,TRUE
2387,1,S,R.S,10,TRUE
2388,1,L,C,10,FALSE
2389,1,M,I,10,TRUE
2390,1,S,R.S,10,TRUE
2391,1,S,G,10,TRUE
2392,1,L,C,10,FALSE
2393,1,S,F,10,TRUE
2394,1,S,G,10,TRUE
2395,1,S,K.L,10,TRUE
2396,1,S,H,10,FALSE
2397,1,S,R.S,10,TRUE
2398,1,L,M,10,TRUE
2399,1,S,G,10,TRUE
2400,1,M,D.E,10,TRUE
2401,1,S,P,10,TRUE
2402,1,S,M,10,FALSE
2403,1,S,F,10,TRUE
2404,1,S,I,10,TRUE
2405,1,M,N,10,FALSE
2406,1,L,G,10,FALSE
2407,1,S,G,10,TRUE
2408,1,L,C,10,TRUE
2409,1,S,F,10,FALSE
2410,1,S,G,10,TRUE
2411,1,M,I,10,FALSE
2412,1,M,Q,10,FALSE
2413,1,M,I,10,TRUE
2414,1,S,G,10,TRUE
2415,1,S,I,10,TRUE
2416,1,S,R.S,10,TRUE
2417,1,M,G,10,TRUE
2418,1,S,G,10,TRUE
2419,1,S,Q,10,TRUE
2420,1,S,F,14,TRUE
2421,1,S,F,10,TRUE
2422,1,S,F,10,TRUE
2423,1,S,M,10,TRUE
2424,1,M,M,24,TRUE
2425,1,S,C,10,FALSE
2426,1,S,R.S,10,FALSE
2427,1,S,R.S,10,TRUE
2428,1,S,F,10,TRUE
2429,1,S,F,10,TRUE
2430,1,S,H,10,TRUE
2431,1,M,F,10,TRUE
2432,1,S,K.L,10,TRUE
2433,0,L,Q,10,TRUE
2434,1,M,Q,10,FALSE
2435,1,M,I,10,FALSE
2436,1,S,F,14,TRUE
2437,1,S,G,10,TRUE
2438,1,L,C,10,FALSE
2439,1,M,G,10,TRUE
2440,0,L,H,10,FALSE
2441,1,S,I,10,FALSE
2442,1,S,F,10,TRUE
2443,0,L,R.S,10,FALSE
2444,1,M,C,10,FALSE
2445,1,S,F,10,TRUE
2446,1,L,N,10,FALSE
2447,1,M,F,10,TRUE
2448,1,M,C,10,TRUE
2449,1,S,G,10,TRUE
2450,1,S,R.S,10,TRUE
2451,1,S,G,10,TRUE
2452,1,S,R.S,12,FALSE
2453,1,M,G,10,TRUE
2454,0,M,I,10,FALSE
2455,1,S,F,10,TRUE
2456,1,L,C,10,FALSE
2457,1,M,F,10,TRUE
2458,1,S,F,10,TRUE
2459,1,S,H,10,TRUE
2460,1,S,I,10,TRUE
2461,1,L,N,10,FALSE
2462,1,S,K.L,10,TRUE
2463,1,S,G,10,TRUE
2464,1,M,Q,10,TRUE
2465,1,S,G,10,TRUE
2466,1,M,C,10,FALSE
2467,1,S,C,10,TRUE
2468,1,S,R.S,10,TRUE
2469,1,S,F,10,TRUE
2470,1,S,K.L,10,TRUE
2471,1,L,C,10,TRUE
2472,1,S,C,10,TRUE
2473,1,M,G,10,TRUE
2474,1,S,M,10,TRUE
2475,1,S,G,10,TRUE
2476,1,S,G,10,FALSE
2477,1,S,F,10,TRUE
2478,1,M,G,10,TRUE
2479,1,L,K.L,10,FALSE
2480,1,M,P,10,TRUE
2481,1,S,G,10,TRUE
2482,1,L,G,04,FALSE
2483,1,L,P,10,TRUE
2484,1,M,K.L,10,TRUE
2485,1,M,P,10,TRUE
2486,1,S,C,10,TRUE
2487,1,L,N,10,FALSE
2488,1,M,Q,10,TRUE
2489,1,S,C,10,FALSE
2490,1,M,G,10,TRUE
2491,1,S,R.S,10,TRUE
2492,1,S,G,10,FALSE
2493,1,M,Q,10,TRUE
2494,1,M,C,02,TRUE
2495,1,S,M,10,TRUE
2496,1,S,R.S,10,TRUE
2497,1,S,N,10,TRUE
2498,1,S,C,10,TRUE
2499,1,S,C,10,TRUE
2500,1,S,R.S,10,FALSE
2501,1,M,F,10,TRUE
2502,1,M,F,10,TRUE
2503,1,L,N,10,FALSE
2504,1,M,G,10,FALSE
2505,1,S,M,22,TRUE
2506,1,S,K.L,10,FALSE
2507,1,S,G,10,FALSE
2508,1,S,I,10,TRUE
2509,0,M,F,10,TRUE
2510,1,S,F,10,TRUE
2511,1,S,F,10,TRUE
2512,1,L,C,10,FALSE
2513,1,S,C,10,FALSE
2514,1,M,I,10,FALSE
2515,1,S,P,10,FALSE
2516,1,M,G,10,TRUE
2517,1,L,C,06,TRUE
2518,1,M,G,06,TRUE
2519,1,L,F,06,TRUE
2520,1,M,C,06,FALSE
2521,1,M,C,06,TRUE
2522,1,L,G,06,TRUE
2523,1,S,G,06,FALSE
2524,1,M,G,06,TRUE
2525,1,S,F,06,TRUE
2526,1,M,C,06,TRUE
2527,1,M,I,06,TRUE
2528,0,S,R.S,06,TRUE
2529,1,S,K.L,06,TRUE
2530,0,L,P,06,TRUE
2531,1,M,C,06,TRUE
2532,1,S,G,06,TRUE
2533,1,M,G,06,FALSE
2534,1,S,G,06,TRUE
2535,0,L,Q,06,FALSE
2536,1,M,F,06,TRUE
2537,0,L,O,06,TRUE
2538,1,S,M,06,TRUE
2539,0,L,Q,06,FALSE
2540,1,M,F,06,TRUE
2541,1,S,C,06,TRUE
2542,1,M,N,12,FALSE
2543,1,S,G,12,FALSE
2544,1,S,H,12,TRUE
2545,1,S,R.S,12,FALSE
2546,1,S,C,18,TRUE
2547,1,S,F,12,TRUE
2548,1,M,C,12,TRUE
2549,1,S,Q,12,FALSE
2550,1,L,C,12,TRUE
2551,1,M,C,12,TRUE
2552,1,S,C,12,TRUE
2553,1,S,C,12,TRUE
2554,1,S,F,12,TRUE
2555,1,S,F,12,TRUE
2556,1,L,F,12,TRUE
2557,1,L,G,12,TRUE
2558,1,M,C,24,TRUE
2559,1,L,C,12,TRUE
2560,1,S,H,12,FALSE
2561,1,L,G,12,FALSE
2562,1,M,J,12,TRUE
2563,1,S,H,12,TRUE
2564,1,S,F,12,TRUE
2565,1,S,F,12,TRUE
2566,1,S,C,12,TRUE
2567,1,S,G,12,TRUE
2568,1,L,F,12,TRUE
2569,1,S,I,12,TRUE
2570,1,M,I,12,TRUE
2571,1,S,K.L,12,TRUE
2572,1,S,G,12,TRUE
2573,1,M,C,12,TRUE
2574,1,M,G,12,TRUE
2575,1,L,N,12,FALSE
2576,1,M,F,12,TRUE
2577,1,M,G,12,TRUE
2578,1,S,C,12,TRUE
2579,1,S,F,12,TRUE
2580,1,L,K.L,14,FALSE
2581,1,S,H,12,TRUE
2582,1,S,Q,12,FALSE
2583,1,S,N,12,TRUE
2584,1,S,F,12,TRUE
2585,1,S,G,12,FALSE
2586,1,M,C,12,TRUE
2587,1,S,F,12,TRUE
2588,1,S,G,12,TRUE
2589,1,L,C,12,TRUE
2590,1,M,F,12,TRUE
2591,1,M,C,12,TRUE
2592,1,S,F,12,TRUE
2593,1,S,C,12,TRUE
2594,1,M,C,12,TRUE
2595,1,S,G,12,TRUE
2596,1,L,C,12,FALSE
2597,1,S,G,12,TRUE
2598,1,S,H,12,FALSE
2599,1,S,Q,12,TRUE
2600,1,M,H,12,FALSE
2601,1,M,I,12,TRUE
2602,1,M,F,14,TRUE
2603,1,M,F,12,TRUE
2604,1,L,C,12,FALSE
2605,1,L,C,08,FALSE
2606,1,S,F,12,TRUE
2607,1,L,D.E,12,FALSE
2608,1,S,F,12,TRUE
2609,1,S,F,12,TRUE
2610,1,M,F,12,TRUE
2611,1,M,K.L,12,TRUE
2612,0,L,D.E,12,FALSE
2613,1,S,J,12,TRUE
2614,1,S,H,12,TRUE
2615,1,S,Q,12,TRUE
2616,1,M,C,12,FALSE
2617,1,M,F,12,FALSE
2618,1,M,G,12,TRUE
2619,1,S,F,12,TRUE
2620,1,S,F,12,TRUE
2621,1,M,C,12,FALSE
2622,1,S,G,12,TRUE
2623,1,S,J,12,TRUE
2624,1,S,G,12,TRUE
2625,1,M,F,12,TRUE
2626,1,L,C,12,FALSE
2627,1,S,F,12,TRUE
2628,1,M,G,12,TRUE
2629,1,S,Q,12,TRUE
2630,1,S,G,12,FALSE
2631,1,S,G,12,TRUE
2632,1,S,G,12,TRUE
2633,1,S,F,12,TRUE
2634,1,M,F,12,TRUE
2635,1,L,M,30,TRUE
2636,1,L,H,12,FALSE
2637,1,L,G,12,TRUE
2638,1,S,M,12,TRUE
2639,1,S,H,12,TRUE
2640,0,S,R.S,12,TRUE
2641,1,S,C,12,TRUE
2642,1,S,F,12,TRUE
2643,1,S,I,12,FALSE
2644,1,L,G,12,TRUE
2645,1,S,I,12,TRUE
2646,1,M,G,12,TRUE
2647,1,S,I,12,TRUE
2648,1,S,M,12,TRUE
2649,1,M,C,12,FALSE
2650,0,M,Q,12,FALSE
2651,1,S,K.L,12,TRUE
2652,1,M,C,12,TRUE
2653,1,M,R.S,12,FALSE
2654,1,M,C,12,FALSE
2655,1,L,I,12,FALSE
2656,1,S,P,12,FALSE
2657,0,S,R.S,12,TRUE
2658,1,S,F,12,TRUE
2659,0,L,Q,12,TRUE
2660,1,M,C,12,FALSE
2661,1,S,F,12,TRUE
2662,1,S,F,12,TRUE
2663,1,M,G,08,FALSE
2664,1,S,G,12,TRUE
2665,1,L,H,12,FALSE
2666,1,S,F,12,TRUE
2667,1,S,C,12,TRUE
2668,1,L,I,26,FALSE
2669,1,S,I,12,TRUE
2670,1,M,I,12,FALSE
2671,1,L,C,12,FALSE
2672,1,L,G,12,TRUE
2673,1,L,N,12,FALSE
2674,0,M,P,12,TRUE
2675,1,M,C,12,TRUE
2676,1,M,F,12,FALSE
2677,1,L,G,12,TRUE
2678,1,S,C,12,FALSE
2679,1,L,C,12,FALSE
2680,1,M,F,12,TRUE
2681,1,M,C,12,TRUE
2682,1,L,N,02,FALSE
2683,1,S,F,12,TRUE
2684,1,L,G,12,TRUE
2685,1,S,G,12,FALSE
2686,1,S,R.S,12,TRUE
2687,1,S,Q,12,FALSE
2688,1,M,P,12,TRUE
2689,1,S,I,12,TRUE
2690,1,M,C,12,TRUE
2691,1,S,R.S,12,TRUE
2692,1,S,Q,12,FALSE
2693,1,L,G,26,FALSE
2694,1,L,N,12,TRUE
2695,1,M,F,12,TRUE
2696,1,S,P,12,TRUE
2697,1,S,F,12,TRUE
2698,1,S,C,12,FALSE
2699,1,S,G,12,TRUE
2700,1,M,G,12,TRUE
2701,1,L,G,12,FALSE
2702,1,S,F,12,TRUE
2703,1,S,R.S,12,FALSE
2704,1,L,G,12,TRUE
2705,1,M,N,12,FALSE
2706,1,S,G,12,TRUE
2707,1,M,N,12,FALSE
2708,1,L,N,12,FALSE
2709,1,S,R.S,12,TRUE
2710,1,L,G,12,TRUE
2711,1,S,F,12,TRUE
2712,1,S,M,12,TRUE
2713,1,L,N,12,FALSE
2714,1,M,G,12,TRUE
2715,1,S,F,12,TRUE
2716,1,M,Q,12,TRUE
2717,1,L,K.L,12,TRUE
2718,1,S,P,12,TRUE
2719,1,S,G,12,FALSE
2720,1,S,G,12,FALSE
2721,1,S,M,12,TRUE
2722,1,L,H,12,TRUE
2723,1,S,F,12,TRUE
2724,1,S,F,12,TRUE
2725,1,S,F,12,TRUE
2726,1,S,R.S,12,TRUE
2727,1,S,G,12,TRUE
2728,1,L,I,12,FALSE
2729,1,S,G,12,FALSE
2730,1,S,M,12,TRUE
2731,1,S,F,12,TRUE
2732,1,S,P,12,TRUE
2733,1,S,I,12,TRUE
2734,1,L,C,12,TRUE
2735,1,S,R.S,12,TRUE
2736,1,S,G,12,TRUE
2737,1,S,F,12,TRUE
2738,1,S,P,12,TRUE
2739,1,S,F,12,TRUE
2740,1,S,G,12,TRUE
2741,1,S,R.S,12,FALSE
2742,1,S,R.S,12,TRUE
2743,1,S,G,12,TRUE
2744,1,M,C,12,FALSE
2745,1,S,R.S,12,FALSE
2746,1,S,G,12,TRUE
2747,0,M,P,12,TRUE
2748,1,M,G,12,TRUE
2749,0,L,F,12,TRUE
2750,1,S,R.S,12,FALSE
2751,1,M,M,12,TRUE
2752,1,L,C,12,TRUE
2753,1,M,G,12,TRUE
2754,1,M,N,12,TRUE
2755,1,S,R.S,12,TRUE
2756,1,S,I,12,FALSE
2757,1,S,Q,12,FALSE
2758,1,S,I,12,TRUE
2759,1,M,C,12,FALSE
2760,1,S,R.S,12,FALSE
2761,1,L,C,14,FALSE
2762,1,L,C,14,FALSE
2763,1,S,C,14,TRUE
2764,1,S,C,14,TRUE
2765,1,M,F,14,TRUE
2766,1,M,F,14,TRUE
2767,1,S,G,14,TRUE
2768,1,S,G,14,FALSE
2769,1,M,G,14,TRUE
2770,1,S,H,14,TRUE
2771,1,M,G,14,TRUE
2772,1,M,G,14,FALSE
2773,1,L,G,14,FALSE
2774,1,M,C,14,FALSE
2775,1,M,C,14,TRUE
2776,1,S,C,28,TRUE
2777,1,S,C,14,TRUE
2778,1,M,K.L,14,TRUE
2779,1,S,G,14,FALSE
2780,1,M,C,14,TRUE
2781,1,L,C,14,FALSE
2782,0,M,O,14,TRUE
2783,1,S,G,14,TRUE
2784,1,M,C,14,TRUE
2785,1,M,C,14,TRUE
2786,1,M,C,14,TRUE
2787,1,S,G,14,TRUE
2788,1,L,C,28,TRUE
2789,1,S,F,28,TRUE
2790,1,S,G,14,FALSE
2791,1,S,G,14,TRUE
2792,1,M,G,14,TRUE
2793,1,M,G,14,FALSE
2794,1,S,H,14,TRUE
2795,1,M,C,14,FALSE
2796,0,L,R.S,14,FALSE
2797,1,L,C,14,TRUE
2798,1,S,Q,14,FALSE
2799,1,L,C,14,TRUE
2800,0,L,D.E,14,TRUE
2801,0,M,K.L,14,TRUE
2802,1,L,C,14,FALSE
2803,1,M,C,14,TRUE
2804,1,S,C,14,TRUE
2805,1,S,H,14,FALSE
2806,1,L,C,14,FALSE
2807,1,L,M,12,TRUE
2808,1,S,G,28,TRUE
2809,1,L,C,30,FALSE
2810,1,L,C,14,TRUE
2811,1,L,C,04,FALSE
2812,1,M,G,14,TRUE
2813,1,M,G,14,FALSE
2814,1,S,G,14,TRUE
2815,1,S,G,14,TRUE
2816,1,M,G,14,FALSE
2817,1,S,C,14,TRUE
2818,1,M,C,14,TRUE
2819,1,L,N,10,FALSE
2820,1,S,C,14,TRUE
2821,1,L,C,14,FALSE
2822,1,S,R.S,14,TRUE
2823,1,L,C,14,FALSE
2824,1,L,G,14,FALSE
2825,1,M,I,14,FALSE
2826,1,M,G,14,FALSE
2827,1,S,M,14,TRUE
2828,1,S,M,14,TRUE
2829,1,L,C,22,TRUE
2830,1,M,I,28,FALSE
2831,1,S,F,14,FALSE
2832,1,M,N,14,TRUE
2833,1,L,R.S,14,FALSE
2834,1,S,G,14,TRUE
2835,1,S,C,14,TRUE
2836,1,L,I,14,FALSE
2837,1,L,J,24,TRUE
2838,1,L,N,04,FALSE
2839,1,S,M,14,TRUE
2840,1,S,G,14,TRUE
2841,1,L,C,14,FALSE
2842,0,M,R.S,14,FALSE
2843,1,S,F,14,TRUE
2844,1,M,F,14,TRUE
2845,0,L,D.E,14,TRUE
2846,1,S,F,14,TRUE
2847,1,S,M,14,TRUE
2848,1,L,C,14,FALSE
2849,1,S,G,14,TRUE
2850,1,L,C,10,TRUE
2851,1,M,I,14,FALSE
2852,1,S,C,14,TRUE
2853,1,S,F,14,TRUE
2854,1,M,C,14,TRUE
2855,1,L,P,14,TRUE
2856,1,L,C,30,FALSE
2857,1,S,N,14,FALSE
2858,1,S,F,14,TRUE
2859,1,S,M,14,TRUE
2860,1,M,C,14,TRUE
2861,1,L,C,14,FALSE
2862,1,M,G,14,TRUE
2863,1,M,G,14,FALSE
2864,0,L,R.S,14,TRUE
2865,1,M,C,14,TRUE
2866,1,S,F,14,TRUE
2867,1,S,C,14,TRUE
2868,1,M,G,14,TRUE
2869,1,S,C,14,TRUE
2870,1,M,C,14,FALSE
2871,1,S,G,14,FALSE
2872,1,S,F,14,TRUE
2873,1,S,F,14,TRUE
2874,0,M,D.E,14,TRUE
2875,1,S,D.E,28,TRUE
2876,1,S,G,14,TRUE
2877,1,M,H,14,TRUE
2878,1,S,M,14,TRUE
2879,1,M,F,14,TRUE
2880,1,M,Q,14,FALSE
2881,1,S,G,14,TRUE
2882,1,S,F,14,TRUE
2883,1,S,G,14,TRUE
2884,1,M,I,14,FALSE
2885,1,M,P,14,TRUE
2886,1,L,C,14,FALSE
2887,1,L,Q,14,FALSE
2888,0,L,R.S,14,FALSE
2889,1,M,H,14,TRUE
2890,0,S,Q,14,TRUE
2891,0,L,C,14,FALSE
2892,1,M,I,14,FALSE
2893,1,S,D.E,14,FALSE
2894,1,M,G,14,FALSE
2895,1,S,G,14,TRUE
2896,1,S,G,14,FALSE
2897,1,S,C,14,TRUE
2898,1,S,K.L,14,TRUE
2899,1,L,N,14,FALSE
2900,0,M,D.E,14,TRUE
2901,0,M,Q,14,TRUE
2902,1,S,G,14,TRUE
2903,1,S,G,14,TRUE
2904,1,S,F,14,TRUE
2905,1,L,H,28,FALSE
2906,1,M,G,14,FALSE
2907,1,M,G,14,TRUE
2908,1,L,K.L,14,TRUE
2909,1,S,C,14,TRUE
2910,1,S,G,14,TRUE
2911,1,M,M,14,TRUE
2912,0,M,K.L,14,TRUE
2913,1,M,I,14,FALSE
2914,1,S,G,14,TRUE
2915,0,L,P,14,TRUE
2916,1,S,G,14,TRUE
2917,1,M,Q,14,FALSE
2918,1,M,G,14,FALSE
2919,1,S,F,14,TRUE
2920,1,S,I,14,TRUE
2921,1,S,I,14,TRUE
2922,1,S,I,14,FALSE
2923,1,S,P,14,TRUE
2924,0,M,R.S,14,TRUE
2925,1,M,I,14,TRUE
2926,1,M,C,14,FALSE
2927,1,M,C,14,TRUE
2928,1,S,F,14,FALSE
2929,1,S,M,14,TRUE
2930,1,M,K.L,32,FALSE
2931,1,S,R.S,14,FALSE
2932,1,M,I,14,FALSE
2933,1,S,F,14,TRUE
2934,1,M,I,14,TRUE
2935,1,S,G,14,TRUE
2936,1,M,N,14,TRUE
2937,0,L,H,14,FALSE
2938,1,S,G,14,TRUE
2939,1,S,G,14,TRUE
2940,1,S,R.S,14,TRUE
2941,1,S,F,14,TRUE
2942,1,S,C,14,FALSE
2943,1,S,F,14,TRUE
2944,1,L,C,14,TRUE
2945,0,M,P,14,FALSE
2946,1,S,G,14,TRUE
2947,1,L,C,14,TRUE
2948,1,S,R.S,14,TRUE
2949,1,L,C,30,FALSE
2950,1,S,N,14,TRUE
2951,1,S,G,14,TRUE
2952,1,S,F,14,TRUE
2953,1,M,G,14,FALSE
2954,0,L,R.S,14,TRUE
2955,1,L,N,06,TRUE
2956,1,S,G,04,TRUE
2957,1,M,G,14,FALSE
2958,1,M,G,14,TRUE
2959,1,S,K.L,14,FALSE
2960,1,S,R.S,14,FALSE
2961,1,S,G,14,TRUE
2962,1,L,G,14,TRUE
2963,1,M,R.S,14,FALSE
2964,1,M,C,14,TRUE
2965,0,L,F,14,FALSE
2966,0,L,I,14,TRUE
2967,1,S,C,14,TRUE
2968,1,L,C,24,FALSE
2969,1,M,N,14,TRUE
2970,0,M,Q,14,FALSE
2971,1,S,G,14,TRUE
2972,1,S,R.S,14,TRUE
2973,1,S,I,14,FALSE
2974,1,M,C,14,TRUE
2975,1,S,G,14,TRUE
2976,1,L,G,14,TRUE
2977,1,M,G,14,FALSE
2978,1,M,C,14,TRUE
2979,0,L,R.S,14,TRUE
2980,1,M,C,14,FALSE
2981,1,L,C,20,FALSE
2982,0,L,R.S,14,TRUE
2983,1,S,R.S,14,FALSE
2984,0,M,D.E,14,FALSE
2985,1,L,I,14,TRUE
2986,1,L,C,14,FALSE
2987,1,S,C,14,TRUE
2988,1,L,C,14,FALSE
2989,1,M,H,14,FALSE
2990,1,S,G,14,TRUE
2991,1,S,F,14,TRUE
2992,1,L,G,04,FALSE
2993,1,S,I,14,FALSE
2994,1,S,G,14,FALSE
2995,1,S,R.S,14,TRUE
2996,1,S,M,14,TRUE
2997,1,L,C,14,FALSE
2998,1,S,F,14,TRUE
2999,1,S,I,14,TRUE
3000,1,M,P,14,FALSE
3001,1,S,G,14,TRUE
3002,1,L,N,02,FALSE
3003,1,S,P,14,TRUE
3004,1,S,F,14,TRUE
3005,1,S,C,14,TRUE
3006,0,M,D.E,14,FALSE
3007,1,M,P,14,TRUE
3008,1,L,C,14,FALSE
3009,1,L,I,10,FALSE
3010,1,L,C,14,TRUE
3011,1,S,G,14,TRUE
3012,1,L,H,14,FALSE
3013,0,L,Q,14,TRUE
3014,1,M,P,14,FALSE
3015,1,M,P,14,TRUE
3016,1,L,N,08,FALSE
3017,1,S,I,14,TRUE
3018,1,S,Q,14,FALSE
3019,0,M,Q,14,TRUE
3020,1,M,P,14,TRUE
3021,1,M,P,14,TRUE
3022,1,M,P,14,TRUE
3023,0,L,D.E,14,TRUE
3024,1,S,G,14,FALSE
3025,1,S,N,14,FALSE
3026,1,L,H,30,FALSE
3027,1,S,I,14,TRUE
3028,1,S,F,14,TRUE
3029,1,S,G,28,FALSE
3030,1,L,G,14,TRUE
3031,1,M,I,14,FALSE
3032,1,S,Q,14,FALSE
3033,1,S,H,14,FALSE
3034,1,M,I,14,FALSE
3035,1,S,Q,14,FALSE
3036,1,S,G,14,FALSE
3037,1,S,I,14,FALSE
3038,1,L,C,14,TRUE
3039,1,M,P,14,FALSE
3040,1,M,F,14,TRUE
3041,1,S,F,14,TRUE
3042,1,S,I,14,TRUE
3043,1,M,I,14,TRUE
3044,1,S,G,14,TRUE
3045,1,L,C,14,FALSE
3046,1,S,Q,14,TRUE
3047,1,S,I,14,FALSE
3048,0,L,P,14,TRUE
3049,1,L,F,14,TRUE
3050,1,S,F,14,TRUE
3051,1,S,Q,14,TRUE
3052,1,S,I,14,FALSE
3053,1,S,G,14,TRUE
3054,1,M,I,14,FALSE
3055,1,M,Q,14,TRUE
3056,1,L,C,18,TRUE
3057,1,M,G,14,FALSE
3058,1,M,F,24,TRUE
3059,1,S,G,14,FALSE
3060,0,L,K.L,14,TRUE
3061,1,M,N,14,FALSE
3062,1,M,Q,14,FALSE
3063,1,S,H,14,TRUE
3064,1,L,G,06,FALSE
3065,1,S,H,14,TRUE
3066,1,M,C,14,TRUE
3067,1,L,M,14,TRUE
3068,1,L,H,14,FALSE
3069,1,S,I,14,FALSE
3070,1,S,F,14,TRUE
3071,1,L,G,14,TRUE
3072,1,L,N,14,FALSE
3073,1,L,M,24,TRUE
3074,1,S,R.S,14,FALSE
3075,1,M,R.S,14,TRUE
3076,1,S,I,06,TRUE
3077,1,S,R.S,14,TRUE
3078,1,S,F,14,FALSE
3079,1,M,F,14,FALSE
3080,1,S,F,14,TRUE
3081,1,M,M,14,FALSE
3082,1,S,H,14,TRUE
3083,1,S,I,14,TRUE
3084,1,S,F,14,TRUE
3085,1,L,G,14,FALSE
3086,1,S,J,14,TRUE
3087,1,M,C,14,TRUE
3088,1,S,R.S,14,FALSE
3089,1,M,G,14,TRUE
3090,1,M,F,14,TRUE
3091,1,S,G,14,TRUE
3092,1,M,G,14,FALSE
3093,1,S,I,14,FALSE
3094,1,L,N,24,FALSE
3095,1,M,F,14,TRUE
3096,1,M,C,14,FALSE
3097,1,M,F,14,TRUE
3098,1,L,C,02,FALSE
3099,1,M,I,14,TRUE
3100,1,S,M,14,TRUE
3101,1,M,G,14,TRUE
3102,1,S,N,14,TRUE
3103,1,S,H,14,TRUE
3104,0,L,P,14,TRUE
3105,1,S,N,14,TRUE
3106,1,S,G,14,TRUE
3107,1,L,N,10,FALSE
3108,1,S,G,14,FALSE
3109,1,S,M,14,TRUE
3110,1,S,G,14,TRUE
3111,1,S,R.S,14,FALSE
3112,1,M,I,28,FALSE
3113,1,M,M,14,TRUE
3114,1,S,G,14,FALSE
3115,1,S,K.L,14,FALSE
3116,1,S,N,14,TRUE
3117,1,L,C,14,FALSE
3118,1,L,N,14,TRUE
3119,1,S,G,14,TRUE
3120,1,S,F,14,TRUE
3121,1,S,C,24,TRUE
3122,1,M,G,24,FALSE
3123,1,L,C,24,FALSE
3124,0,M,Q,24,TRUE
3125,1,M,C,24,TRUE
3126,1,S,G,10,TRUE
3127,1,S,C,24,TRUE
3128,1,M,G,24,FALSE
3129,1,M,C,24,FALSE
3130,1,L,C,24,FALSE
3131,1,L,C,16,FALSE
3132,1,M,C,24,TRUE
3133,1,S,F,24,TRUE
3134,1,L,C,24,FALSE
3135,1,S,C,24,FALSE
3136,1,S,N,24,TRUE
3137,0,L,Q,24,FALSE
3138,1,S,F,24,TRUE
3139,1,S,C,16,TRUE
3140,1,S,C,24,TRUE
3141,1,M,C,24,FALSE
3142,1,M,F,24,TRUE
3143,0,L,O,24,TRUE
3144,1,S,G,24,FALSE
3145,1,S,C,24,TRUE
3146,1,S,C,24,TRUE
3147,1,M,C,24,TRUE
3148,1,M,C,16,FALSE
3149,1,S,G,24,TRUE
3150,1,M,C,24,TRUE
3151,1,S,C,24,TRUE
3152,1,L,G,24,FALSE
3153,1,S,G,24,TRUE
3154,1,L,F,24,TRUE
3155,1,L,C,24,TRUE
3156,1,L,C,24,FALSE
3157,1,L,C,24,FALSE
3158,1,M,G,24,TRUE
3159,1,S,I,24,FALSE
3160,1,M,N,16,TRUE
3161,1,S,M,24,TRUE
3162,1,M,C,24,TRUE
3163,1,L,N,24,TRUE
3164,1,L,C,24,FALSE
3165,1,L,G,24,FALSE
3166,1,S,N,24,FALSE
3167,1,L,C,24,TRUE
3168,1,M,H,24,FALSE
3169,1,S,C,24,TRUE
3170,1,S,C,24,TRUE
3171,1,S,C,24,TRUE
3172,1,S,G,24,TRUE
3173,1,S,F,24,TRUE
3174,1,S,G,24,FALSE
3175,1,S,G,24,FALSE
3176,1,S,N,24,TRUE
3177,1,M,C,24,TRUE
3178,1,M,N,24,TRUE
3179,1,S,I,24,FALSE
3180,1,L,C,24,FALSE
3181,1,M,H,24,FALSE
3182,1,S,F,24,TRUE
3183,1,S,C,24,TRUE
3184,1,S,G,24,FALSE
3185,1,M,F,24,TRUE
3186,1,M,G,24,FALSE
3187,1,M,C,16,TRUE
3188,1,S,N,16,TRUE
3189,1,S,G,16,TRUE
3190,1,S,K.L,16,TRUE
3191,1,S,M,16,TRUE
3192,1,M,C,16,FALSE
3193,1,S,H,16,TRUE
3194,1,S,K.L,16,TRUE
3195,1,L,G,16,TRUE
3196,1,M,G,16,TRUE
3197,1,S,C,16,TRUE
3198,0,L,P,16,TRUE
3199,1,S,R.S,24,TRUE
3200,1,S,F,16,TRUE
3201,1,S,G,16,TRUE
3202,1,M,C,16,FALSE
3203,1,L,N,14,FALSE
3204,1,S,I,16,FALSE
3205,1,L,G,16,TRUE
3206,1,M,H,16,TRUE
3207,1,M,G,16,FALSE
3208,1,S,G,16,FALSE
3209,1,M,F,16,TRUE
3210,1,S,F,16,TRUE
3211,1,S,R.S,16,FALSE
3212,1,S,I,16,FALSE
3213,1,M,C,16,TRUE
3214,1,M,I,16,FALSE
3215,1,M,F,16,TRUE
3216,1,S,F,16,TRUE
3217,1,M,G,16,FALSE
3218,1,S,C,16,TRUE
3219,1,M,I,16,FALSE
3220,1,S,F,02,TRUE
