id,private,size,nace,region,weight
1110,1,L,C,24,1
1111,0,L,Q,24,1
1112,0,L,Q,24,2
1113,0,L,Q,24,1
1114,0,L,Q,24,1
1115,1,M,F,24,18
1116,1,L,F,24,1
1117,0,L,Q,24,1
1118,1,M,G,24,20
1119,0,L,R.S,24,1
1120,1,L,N,24,1
1121,1,L,N,24,1
1122,1,L,G,24,2
1123,1,L,F,26,2
1124,1,L,K.L,26,1
1125,0,L,Q,26,1
1126,1,L,C,26,1
1127,1,M,K.L,26,1
1128,1,L,C,30,1
1129,1,L,C,30,1
1130,0,M,Q,32,8
1131,1,L,G,32,1
1132,1,L,R.S,32,1
1133,1,L,F,12,1
1134,1,L,G,12,1
1135,1,M,H,12,25
1136,1,L,G,12,1
1137,1,L,K.L,12,1
1138,0,L,H,12,1
1139,1,L,F,12,1
1140,1,L,C,12,1
1141,1,L,C,18,15
1142,1,L,C,18,1
1143,0,L,Q,02,1
1144,0,M,Q,02,12
1145,0,L,Q,02,1
1146,0,S,Q,02,11
1147,0,L,Q,02,1
1148,1,S,R.S,02,17
1149,1,L,G,30,2
1150,1,M,C,30,18
1151,1,L,D.E,06,1
1152,0,M,Q,06,12
1153,1,M,C,10,18
1154,1,L,C,10,1
1155,0,L,O,10,1
1156,0,L,Q,10,1
1157,0,L,M,10,1
1158,1,L,C,12,1
1159,1,M,H,12,2
1160,1,L,F,12,1
1161,0,L,Q,28,1
1162,0,L,Q,28,1
1163,0,S,Q,28,9
1164,0,M,K.L,28,1
1165,1,S,M,28,72
1166,1,L,C,28,1
1167,0,L,Q,16,1
1168,1,L,F,16,2
1169,1,M,C,16,23
1170,1,L,C,16,1
1171,0,M,Q,32,7
1172,0,M,Q,30,14
1173,1,L,C,30,1
1174,1,L,F,10,1
1175,1,L,G,10,1
1176,0,S,Q,10,13
1177,0,L,Q,10,1
1178,0,L,Q,30,1
1179,1,L,C,30,1
1180,0,M,O,30,5
1181,1,L,C,30,1
1182,1,L,G,30,2
1183,1,M,I,30,68
1184,1,M,G,30,30
1185,0,L,Q,14,1
1186,0,L,Q,18,1
1187,1,M,C,18,23
1188,1,M,F,18,13
1189,1,L,C,14,1
1190,1,L,C,06,1
1191,1,L,H,14,1
1192,0,L,Q,22,1
1193,0,M,Q,32,8
1194,1,L,G,22,2
1195,1,L,G,28,1
1196,0,L,I,32,1
1197,0,L,Q,32,1
1198,0,L,Q,32,1
1199,1,M,N,32,1
1200,1,L,I,32,1
1201,1,L,F,32,1
1202,1,L,C,18,2
1203,1,M,F,26,12
1204,1,L,C,12,1
1205,1,L,C,14,1
1206,1,L,C,04,1
1207,0,L,Q,04,1
1208,1,L,C,04,1
1209,1,L,C,04,1
1210,1,L,G,30,474
1211,0,M,Q,02,12
1212,1,M,C,02,24
1213,0,L,Q,04,1
1214,1,L,F,04,1
1215,1,L,G,02,1
1216,1,L,F,02,1
1217,0,L,Q,02,1
1218,1,S,H,02,92
1219,1,L,J,02,1
1220,0,L,M,02,1
1221,0,L,Q,06,1
1222,0,S,Q,06,12
1223,1,L,H,08,1
1224,1,L,C,08,1
1225,1,M,K.L,08,1
1226,0,M,Q,08,1
1227,0,L,O,14,1
1228,1,L,G,14,1
1229,1,L,C,14,1
1230,1,L,C,02,1
1231,1,M,K.L,14,9
1232,1,L,G,14,1
1233,1,M,K.L,14,8
1234,1,L,K.L,02,1
1235,0,L,Q,02,1
1236,1,M,G,14,25
1237,1,L,C,30,1
1238,0,L,Q,14,1
1239,0,L,Q,14,1
1240,0,L,O,14,1
1241,0,L,O,20,1
1242,0,L,O,22,1
1243,0,L,O,08,1
1244,0,L,O,26,1
1245,0,L,O,12,1
1246,0,L,O,06,1
1247,0,L,O,28,1
1248,0,L,O,30,1
1249,0,L,O,32,1
1250,0,L,O,02,1
1251,1,L,C,24,1
1252,0,L,Q,32,1
1253,1,L,H,32,2
1254,0,L,M,14,1
1255,1,L,F,14,1
1256,0,L,M,14,1
1257,1,L,C,32,2
1258,1,M,K.L,14,9
1259,0,L,N,02,1
1260,0,S,O,04,1
1261,1,L,G,14,1
1262,1,L,F,06,1
1263,1,L,C,20,1
1264,1,L,G,22,1
1265,1,M,M,24,2
1266,1,L,F,24,2
1267,1,L,C,14,1
1268,1,L,J,02,1
1269,1,L,H,22,1
1270,1,L,C,22,2
1271,1,L,G,14,1
1272,1,L,G,14,1
1273,1,L,N,24,1
1274,1,M,C,24,21
1275,1,L,N,24,1
1276,1,L,N,04,1
1277,1,M,F,04,1
1278,1,L,C,12,1
1279,1,L,H,32,1
1280,1,L,C,02,1
1281,1,L,F,02,1
1282,1,M,C,08,12
1283,1,M,F,16,1
1284,1,L,C,22,1
1285,1,L,C,20,1
1286,1,L,M,14,1
1287,1,L,C,22,1
1288,1,L,J,26,1
1289,1,L,G,24,1
1290,1,L,C,12,1
1291,1,L,N,18,1
1292,1,M,H,08,1
1293,1,L,F,06,1
1294,1,L,C,04,1
1295,1,M,F,02,15
1296,1,S,C,22,44
1297,1,L,G,22,1
1298,1,L,C,22,1
1299,1,L,H,02,1
1300,1,M,G,14,26
1301,1,L,C,30,2
1302,1,S,D.E,08,3
1303,1,L,C,28,1
1304,1,L,G,08,1
1305,1,L,C,12,1
1306,1,M,F,12,2
1307,1,M,F,02,2
1308,1,L,C,26,2
1309,1,L,C,30,1
1310,1,L,C,12,1
1311,1,L,G,14,1
1312,1,L,C,18,1
1313,1,L,C,02,1
1314,1,L,R.S,14,1
1315,1,L,F,14,1
1316,1,S,K.L,14,9
1317,1,S,J,14,9
1318,0,L,H,14,1
1319,1,S,C,14,144
1320,1,S,C,14,144
1321,0,L,O,14,1
1322,0,L,M,14,1
1323,1,L,G,14,1
1324,1,L,G,14,1
1325,1,L,G,14,1
1326,0,L,Q,14,1
1327,0,L,M,14,1
1328,1,L,C,10,1
1329,1,L,G,14,1
1330,1,L,J,14,1
1331,0,L,P,14,1
1332,0,L,P,14,1
1333,1,L,N,14,1
1334,1,L,M,14,1
1335,1,L,P,14,1
1336,1,L,G,14,1
1337,1,L,F,14,1
1338,1,L,C,30,1
1339,1,L,N,14,1
1340,0,L,O,14,1
1341,1,S,M,14,93
1342,0,L,P,14,1
1343,1,L,M,14,1
1344,0,L,O,20,1
1345,0,L,O,04,1
1346,0,L,O,28,1
1347,0,L,O,04,1
1348,0,L,O,18,1
1349,0,L,O,14,1
1350,0,L,O,18,1
1351,0,L,O,10,1
1352,0,L,O,18,1
1353,0,L,O,30,1
1354,0,L,O,12,1
1355,0,L,O,06,1
1356,0,L,O,10,1
1357,0,L,O,30,1
1358,0,L,O,30,1
1359,1,L,H,14,1
1360,1,L,Q,14,1
1361,1,L,C,02,1
1362,1,L,D.E,14,1
1363,1,L,M,14,1
1364,1,L,J,18,1
1365,1,L,J,14,1
1366,1,L,G,14,1
1367,1,L,G,14,1
1368,1,L,C,30,1
1369,1,L,D.E,14,1
1370,1,L,G,14,1
1371,1,L,G,14,1
1372,0,L,P,14,1
1373,0,M,P,14,10
1374,0,L,P,14,1
1375,0,L,P,14,1
1376,0,L,P,14,1
1377,1,L,J,30,1
1378,0,L,P,14,1
1379,0,L,O,14,1
1380,0,L,P,14,1
1381,1,L,M,14,1
1382,0,L,P,14,1
1383,0,L,D.E,14,2
1384,0,L,C,24,1
1385,0,L,P,14,1
1386,1,L,C,22,1
1387,1,L,C,14,1
1388,1,L,F,14,1
1389,0,L,M,14,1
1390,1,L,G,14,1
1391,1,L,G,14,1
1392,1,L,C,30,1
1393,1,L,H,14,1
1394,1,L,G,14,1
1395,1,L,C,14,1
1396,1,L,G,14,1
1397,1,L,G,14,1
1398,1,L,C,02,1
1399,0,L,O,14,1
1400,0,L,O,02,1
1401,0,L,O,16,1
1402,0,L,O,04,1
1403,0,L,O,32,1
1404,0,L,O,32,5
1405,0,L,O,02,1
1406,0,L,O,04,4
1407,1,L,C,10,1
1408,0,L,D.E,14,1
1409,0,L,D.E,14,1
1410,1,L,C,24,1
1411,1,L,C,24,1
1412,0,L,Q,24,1
1413,1,L,C,14,1
1414,0,L,P,14,1
1415,0,L,P,14,1
1416,1,L,C,14,1
1417,0,L,H,14,1
1418,1,L,G,14,1
1419,1,M,G,14,537
1420,1,L,C,32,1
1421,1,L,G,14,1
1422,0,L,C,14,1
1423,1,L,H,14,1
1424,0,L,R.S,14,1
1425,1,L,F,14,1
1426,1,L,F,12,1
1427,1,L,M,14,1
1428,1,L,H,14,1
1429,1,L,C,14,2
1430,0,L,K.L,14,1
1431,0,L,O,14,1
1432,1,L,K.L,14,1
1433,1,L,M,12,1
1434,1,L,G,14,1
1435,0,M,K.L,14,1
1436,1,L,C,14,1
1437,0,L,O,14,1
1438,1,L,K.L,14,1
1439,1,L,G,14,1
1440,0,L,K.L,14,1
1441,1,L,N,14,1
1442,1,L,C,14,1
1443,0,L,Q,14,1
1444,1,L,C,14,1
1445,0,L,O,14,1
1446,1,L,G,14,2
1447,0,L,O,14,9
1448,1,L,G,14,1
1449,1,S,I,14,44
1450,1,L,C,14,1
1451,1,L,K.L,14,1
1452,0,L,H,02,1
1453,1,L,H,10,1
1454,1,L,N,14,1
1455,1,L,C,14,1
1456,1,L,C,24,1
1457,1,L,C,02,1
1458,0,L,Q,14,1
1459,1,M,F,14,19
1460,1,L,K.L,14,1
1461,1,M,F,14,19
1462,1,L,C,14,1
1463,1,M,Q,14,15
1464,0,L,P,14,1
1465,1,L,C,14,1
1466,1,L,C,26,1
1467,1,L,M,24,1
1468,1,L,C,14,1
1469,1,L,M,14,1
1470,1,M,F,14,20
1471,1,L,G,14,1
1472,1,L,J,14,1
1473,1,L,C,14,1
1474,1,L,K.L,22,1
1475,1,L,C,30,1
1476,0,L,K.L,14,2
1477,1,L,M,14,2
1478,1,L,J,14,1
1479,1,L,I,14,1
1480,1,S,I,14,99
1481,1,L,G,14,1
1482,1,L,K.L,14,1
1483,1,L,C,18,1
1484,0,L,K.L,14,1
1485,0,L,K.L,04,1
1486,0,L,K.L,22,1
1487,0,L,K.L,12,1
1488,0,L,K.L,28,1
1489,0,L,K.L,30,1
1490,0,L,K.L,32,1
1491,0,L,K.L,02,1
1492,0,L,K.L,14,1
1493,1,L,F,14,1
1494,1,S,F,14,82
1495,1,L,J,14,1
1496,0,L,O,14,1
1497,1,L,C,14,1
1498,1,L,J,14,1
1499,1,L,G,14,1
1500,0,L,P,14,1
1501,0,L,K.L,14,1
1502,1,L,G,14,1
1503,1,L,C,14,1
1504,0,L,P,14,1
1505,1,L,G,14,1
1506,1,L,G,10,2
1507,1,L,C,06,1
1508,1,L,C,14,1
1509,1,L,G,14,1
1510,1,L,J,14,1
1511,1,M,G,14,39
1512,1,L,M,14,1
1513,0,L,P,14,1
1514,1,L,C,14,1
1515,1,M,G,10,15
1516,1,L,G,14,1
1517,1,L,C,14,1
1518,1,L,D.E,14,1
1519,0,M,I,14,22
1520,1,L,J,14,1
1521,1,L,K.L,14,1
1522,0,L,C,14,1
1523,1,L,M,14,2
1524,1,L,C,14,1
1525,1,L,G,14,1
1526,1,L,C,02,1
1527,1,L,C,14,1
1528,1,L,C,30,1
1529,0,L,P,14,1
1530,0,L,J,14,1
1531,1,L,M,14,1
1532,1,L,K.L,14,1
1533,1,L,K.L,14,2
1534,1,L,K.L,04,1
1535,1,L,K.L,24,1
1536,1,L,K.L,30,3
1537,1,L,K.L,04,1
1538,1,L,K.L,02,1
1539,1,L,K.L,02,2
1540,1,L,K.L,30,2
1541,1,L,K.L,32,1
1542,1,L,H,14,1
1543,1,L,G,14,1
1544,1,L,J,14,1
1545,1,M,K.L,14,1
1546,1,L,G,14,1
1547,1,L,H,14,1
1548,1,L,I,14,1
1549,0,L,O,14,1
1550,1,L,F,14,1
1551,0,L,K.L,14,1
1552,1,L,M,14,1
1553,0,L,C,14,1
1554,1,L,G,14,1
1555,1,L,J,14,1
1556,1,L,K.L,14,1
1557,1,L,C,28,1
1558,1,L,C,06,1
1559,1,L,D.E,10,1
1560,1,L,I,14,1
1561,1,L,G,14,1
1562,1,L,C,14,1
1563,1,L,F,14,1
1564,1,L,G,14,1
1565,1,M,G,04,16
1566,1,L,C,14,1
1567,1,L,C,14,1
1568,1,L,G,14,1
1569,1,L,J,02,1
1570,1,L,G,14,1
1571,1,L,R.S,14,1
1572,1,L,G,30,2
1573,1,L,N,14,1
1574,0,L,O,14,1
1575,0,L,O,14,1
1576,0,M,K.L,14,1
1577,1,L,G,14,1
1578,1,S,N,14,17
1579,0,L,O,14,1
1580,0,L,Q,14,1
1581,0,L,Q,14,1
1582,1,L,J,14,1
1583,1,L,H,14,1
1584,1,L,G,14,1
1585,1,L,F,14,1
1586,1,L,C,24,1
1587,1,S,N,14,40
1588,1,L,N,14,2
1589,1,L,K.L,14,1
1590,1,L,G,14,1
1591,1,L,G,14,25
1592,1,L,C,14,1
1593,1,S,I,14,44
1594,0,L,P,14,8
1595,1,L,C,14,1
1596,1,L,C,14,1
1597,0,L,R.S,14,1
1598,1,L,K.L,14,1
1599,1,L,G,14,1
1600,1,L,K.L,14,1
1601,1,L,J,14,1
1602,1,L,I,28,1
1603,0,L,O,14,1
1604,0,L,O,16,1
1605,0,L,O,26,1
1606,0,L,O,22,4
1607,0,L,O,30,1
1608,0,L,O,22,1
1609,0,L,O,04,1
1610,0,L,O,04,1
1611,0,L,O,04,4
1612,0,L,O,26,1
1613,0,L,O,04,4
1614,0,L,O,30,5
1615,0,L,O,32,1
1616,1,L,J,14,1
1617,1,L,K.L,02,9
1618,0,L,K.L,14,1
1619,1,L,H,14,2
1620,1,M,G,14,39
1621,1,L,M,14,1
1622,1,L,G,14,1
1623,1,L,G,14,1
1624,0,L,H,14,1
1625,1,S,G,14,165
1626,1,L,F,14,1
1627,1,L,N,14,1
1628,1,L,M,14,1
1629,1,L,K.L,14,1
1630,1,L,C,24,1
1631,1,L,M,14,1
1632,1,L,N,14,1
1633,1,L,J,14,1
1634,0,L,O,14,1
1635,1,M,J,14,14
1636,1,L,K.L,02,1
1637,1,L,C,14,1
1638,1,L,G,14,1
1639,1,L,C,16,1
1640,1,L,F,14,1
1641,1,L,F,14,1
1642,1,L,C,30,1
1643,1,L,C,14,1
1644,1,L,J,14,1
1645,1,L,J,10,19
1646,1,L,J,14,1
1647,1,L,H,14,1
1648,1,L,C,14,1
1649,1,L,G,14,1
1650,1,L,C,12,1
1651,1,L,G,02,1
1652,0,L,Q,14,1
1653,1,L,K.L,14,1
1654,1,L,J,14,1
1655,1,L,G,14,1
1656,1,L,D.E,26,1
1657,1,L,D.E,16,1
1658,1,L,M,14,1
1659,1,L,C,24,1
1660,1,L,J,14,2
1661,0,M,R.S,14,1
1662,0,M,P,14,9
1663,0,L,P,14,9
1664,0,M,P,14,10
1665,0,M,P,14,8
1666,0,M,P,14,8
1667,0,M,P,14,8
1668,0,M,P,14,8
1669,0,M,P,14,9
1670,0,L,P,14,1
1671,0,M,P,14,8
1672,0,L,R.S,14,1
1673,1,L,C,10,1
1674,1,L,G,02,1
1675,1,L,N,24,1
1676,1,L,K.L,14,1
1677,0,L,M,14,1
1678,1,L,J,14,1
1679,0,L,D.E,14,2
1680,0,L,R.S,14,1
1681,1,S,H,14,149
1682,0,L,P,14,8
1683,1,L,C,26,1
1684,1,S,G,14,537
1685,1,M,K.L,14,1
1686,1,L,M,14,2
1687,1,L,G,14,1
1688,1,L,G,14,26
1689,1,L,C,06,1
1690,1,L,C,14,2
1691,1,L,M,14,2
1692,0,L,O,14,1
1693,0,L,O,14,1
1694,0,L,O,14,1
1695,0,L,O,14,1
1696,0,L,O,14,1
1697,1,L,K.L,14,1
1698,1,L,D.E,14,1
1699,1,M,C,14,34
1700,0,S,O,14,1
1701,0,M,O,14,9
1702,1,L,M,14,1
1703,1,L,N,14,1
1704,1,S,R.S,14,66
1705,0,S,O,14,1
1706,1,L,N,14,1
1707,1,L,C,14,1
1708,1,L,C,14,1
1709,1,L,C,08,1
1710,1,S,K.L,14,8
1711,0,L,O,14,1
1712,1,L,G,14,1
1713,1,L,C,12,1
1714,1,M,R.S,02,1
1715,1,S,R.S,14,4
1716,1,L,G,14,2
1717,0,L,O,14,9
1718,1,L,R.S,14,1
1719,1,L,G,14,1
1720,1,L,H,14,2
1721,0,S,O,14,1
1722,1,L,I,14,1
1723,1,L,M,14,1
1724,1,S,C,14,145
1725,1,L,C,14,1
1726,0,M,O,14,9
1727,0,S,O,14,1
1728,1,L,J,14,2
1729,1,L,K.L,10,1
1730,1,L,M,14,1
1731,1,L,G,14,1
1732,1,L,M,14,1
1733,0,L,R.S,14,1
1734,1,L,J,04,1
1735,1,L,Q,04,1
1736,1,L,C,30,1
1737,0,L,O,14,1
1738,1,L,C,14,1
1739,0,L,O,14,1
1740,0,L,O,14,1
1741,0,L,O,14,1
1742,0,L,O,14,1
1743,0,L,O,14,1
1744,0,L,O,14,1
1745,0,L,O,14,1
1746,0,L,O,14,1
1747,0,L,O,14,1
1748,0,L,O,14,1
1749,0,L,O,14,9
1750,1,L,C,04,1
1751,0,L,O,14,1
1752,1,L,C,14,1
1753,1,L,K.L,14,1
1754,1,L,G,14,1
1755,0,L,O,14,1
1756,1,M,J,14,21
1757,1,L,C,30,1
1758,1,L,D.E,14,2
1759,0,L,H,14,1
1760,1,L,K.L,14,1
1761,1,L,C,02,1
1762,1,S,D.E,14,2
1763,1,L,C,24,1
1764,1,L,C,02,1
1765,1,L,G,14,1
1766,1,L,G,14,1
1767,0,L,O,14,1
1768,1,L,H,14,1
1769,1,L,N,14,1
1770,1,L,H,14,1
1771,1,L,J,12,2
1772,1,L,G,14,1
1773,1,L,C,14,1
1774,1,L,C,32,1
1775,1,L,N,24,1
1776,1,M,G,22,611
1777,1,L,F,14,2
1778,1,L,M,14,1
1779,1,L,C,30,1
1780,1,L,J,14,1
1781,1,L,C,10,1
1782,1,M,Q,14,15
1783,1,S,C,14,144
1784,1,M,F,14,1
1785,1,L,M,14,1
1786,1,L,C,04,1
1787,1,L,C,04,1
1788,1,L,C,02,1
1789,0,L,O,14,1
1790,1,L,G,14,1
1791,0,L,H,14,1
1792,1,L,C,24,1
1793,1,L,Q,14,1
1794,1,L,G,14,1
1795,1,L,C,30,2
1796,1,L,G,14,1
1797,1,L,C,14,1
1798,1,S,Q,14,21
1799,0,L,O,14,1
1800,0,L,O,02,1
1801,0,L,O,12,1
1802,0,L,O,26,1
1803,0,L,O,30,1
1804,0,L,O,28,1
1805,0,L,O,14,1
1806,0,L,O,32,1
1807,0,L,O,16,1
1808,0,L,O,20,1
1809,0,L,O,10,1
1810,0,L,O,04,1
1811,0,L,O,22,1
1812,0,L,O,08,1
1813,0,L,O,24,1
1814,0,L,O,06,1
1815,1,L,I,14,1
1816,0,L,H,14,1
1817,1,L,C,10,2
1818,1,L,C,10,2
1819,1,L,C,14,1
1820,1,L,C,10,1
1821,0,L,F,14,1
1822,1,L,K.L,30,1
1823,1,L,H,14,2
1824,1,L,K.L,14,1
1825,1,L,G,14,1
1826,1,M,G,14,25
1827,0,L,P,14,1
1828,1,M,C,02,16
1829,1,L,G,14,1
1830,0,L,R.S,14,1
1831,1,L,N,30,2
1832,1,L,K.L,14,1
1833,0,L,O,14,1
1834,1,L,H,14,2
1835,1,L,N,14,1
1836,1,L,C,14,2
1837,0,L,D.E,14,1
1838,1,L,N,14,1
1839,1,L,R.S,14,1
1840,0,L,O,14,1
1841,1,L,J,14,1
1842,1,M,F,30,1
1843,1,L,G,14,2
1844,1,L,C,14,1
1845,1,L,C,18,1
1846,1,S,Q,14,13
1847,1,S,M,14,94
1848,1,M,J,14,14
1849,1,L,D.E,14,1
1850,1,L,C,14,1
1851,0,L,K.L,14,1
1852,0,L,K.L,14,1
1853,0,L,K.L,06,1
1854,0,L,K.L,10,1
1855,0,L,K.L,30,2
1856,0,L,K.L,02,1
1857,0,L,K.L,24,1
1858,0,L,K.L,12,2
1859,0,L,K.L,32,1
1860,0,L,K.L,14,1
1861,0,L,K.L,22,1
1862,0,L,K.L,20,1
1863,0,L,K.L,30,2
1864,0,L,K.L,06,1
1865,0,L,K.L,14,1
1866,0,L,K.L,14,1
1867,1,L,J,14,1
1868,1,L,K.L,14,1
1869,1,L,G,14,1
1870,0,L,Q,14,2
1871,0,L,Q,14,1
1872,1,L,C,24,1
1873,1,L,C,26,1
1874,1,L,J,14,2
1875,1,L,R.S,02,1
1876,0,M,P,14,8
1877,1,M,D.E,14,1
1878,0,L,R.S,14,1
1879,1,L,H,30,1
1880,1,L,M,28,1
1881,1,S,M,14,36
1882,1,L,F,14,1
1883,1,L,I,14,1
1884,0,M,P,14,10
1885,1,L,M,14,1
1886,0,L,R.S,14,1
1887,0,L,Q,14,1
1888,0,L,K.L,14,1
1889,1,L,C,24,1
1890,1,L,Q,14,1
1891,0,L,M,14,1
1892,1,L,J,14,1
1893,1,L,N,14,1
1894,0,L,O,14,1
1895,1,L,M,14,1
1896,0,L,Q,14,1
1897,0,L,R.S,14,1
1898,1,L,N,14,1
1899,1,L,C,14,1
1900,0,L,O,14,1
1901,1,L,M,14,1
1902,1,L,D.E,14,1
1903,1,L,G,14,25
1904,1,L,Q,14,1
1905,1,L,Q,14,1
1906,0,M,Q,14,14
1907,0,L,H,14,1
1908,0,L,H,22,1
1909,0,L,H,12,1
1910,0,L,H,30,1
1911,0,L,H,14,1
1912,1,L,J,06,1
1913,1,L,D.E,14,1
1914,1,L,C,14,1
1915,1,L,F,14,2
1916,0,L,O,14,1
1917,0,L,H,28,1
1918,0,L,H,24,1
1919,0,L,H,22,1
1920,0,L,H,24,1
1921,0,L,H,08,1
1922,0,L,F,14,1
1923,0,L,H,28,1
1924,0,L,H,16,1
1925,1,M,G,14,40
1926,1,L,C,18,1
1927,1,L,M,14,1
1928,1,L,C,14,1
1929,1,L,C,14,1
1930,1,L,G,02,1
1931,1,S,J,14,9
1932,1,L,C,14,1
1933,0,L,O,14,1
1934,1,L,G,14,1
1935,0,L,O,14,1
1936,1,S,J,14,20
1937,1,M,C,14,34
1938,1,S,Q,14,20
1939,1,S,D.E,14,2
1940,1,L,G,14,1
1941,0,L,O,14,9
1942,0,L,O,14,1
1943,0,L,O,22,4
1944,0,L,O,14,1
1945,0,L,O,20,1
1946,0,L,O,04,1
1947,0,L,O,24,1
1948,0,L,O,26,1
1949,0,L,O,12,1
1950,0,L,O,02,1
1951,0,L,O,08,1
1952,0,L,O,14,1
1953,0,L,O,30,1
1954,0,L,O,16,1
1955,0,L,O,10,1
1956,0,L,O,28,1
1957,0,L,O,14,1
1958,1,L,G,14,1
1959,1,L,C,02,1
1960,1,L,C,02,16
1961,1,L,G,02,1
1962,1,M,F,02,17
1963,1,L,C,02,1
1964,1,L,C,02,1
1965,1,L,C,02,1
1966,1,S,H,02,38
1967,1,S,C,14,66
1968,1,L,C,02,1
1969,1,L,C,02,1
1970,1,S,D.E,02,2
1971,1,L,C,02,1
1972,1,L,G,02,1
1973,1,L,C,02,1
1974,0,L,D.E,02,1
1975,1,S,K.L,02,18
1976,1,L,C,02,1
1977,1,L,H,02,1
1978,1,L,K.L,02,1
1979,1,S,K.L,02,13
1980,1,M,R.S,02,1
1981,0,M,R.S,02,1
1982,1,L,N,02,15
1983,1,L,C,02,1
1984,0,L,Q,02,1
1985,0,M,Q,02,12
1986,1,L,H,02,1
1987,1,L,C,02,1
1988,1,L,C,02,1
1989,1,L,N,02,1
1990,1,L,J,02,1
1991,0,L,O,02,1
1992,1,M,C,02,16
1993,1,M,C,02,16
1994,0,L,Q,02,1
1995,1,L,J,02,1
1996,1,M,F,02,15
1997,1,L,J,02,1
1998,1,L,C,24,1
1999,0,L,O,02,1
2000,1,M,G,02,24
2001,0,L,M,02,1
2002,1,M,C,02,16
2003,0,L,R.S,02,1
2004,1,L,C,02,1
2005,1,S,H,02,92
2006,1,L,C,02,1
2007,1,L,F,02,1
2008,0,L,P,02,1
2009,1,L,I,02,1
2010,0,L,Q,02,1
2011,1,S,C,02,124
2012,0,M,D.E,02,8
2013,1,L,C,02,1
2014,1,S,M,02,84
2015,0,L,Q,02,1
2016,1,S,D.E,02,1
2017,0,L,P,02,1
2018,0,M,P,02,7
2019,1,L,J,02,1
2020,1,S,F,02,66
2021,1,S,F,02,179
2022,1,L,M,02,1
2023,1,S,P,02,13
2024,0,L,H,02,1
2025,1,L,G,02,1
2026,1,L,C,02,1
2027,0,M,D.E,02,8
2028,1,L,F,02,1
2029,1,L,I,02,1
2030,1,S,I,02,28
2031,1,S,F,02,66
2032,1,L,G,02,1
2033,1,L,J,02,1
2034,1,L,J,02,1
2035,1,L,G,02,1
2036,0,L,P,02,1
2037,0,M,P,02,6
2038,1,L,M,02,1
2039,0,M,P,02,7
2040,0,M,P,02,6
2041,1,L,C,02,1
2042,1,S,M,02,84
2043,1,M,K.L,02,18
2044,1,M,J,02,10
2045,1,L,C,30,1
2046,1,L,C,02,1
2047,1,S,F,02,178
2048,1,L,F,02,15
2049,1,M,I,02,1
2050,1,L,C,02,1
2051,0,S,Q,02,11
2052,0,M,R.S,02,1
2053,1,L,I,02,1
2054,1,L,J,02,1
2055,1,L,C,02,1
2056,1,M,P,02,6
2057,0,L,D.E,02,1
2058,1,L,F,02,2
2059,0,M,D.E,02,1
2060,0,L,K.L,02,1
2061,1,L,C,02,1
2062,1,M,C,02,16
2063,1,M,G,02,25
2064,0,L,D.E,02,1
2065,1,M,Q,02,11
2066,1,L,C,02,1
2067,1,S,K.L,02,9
2068,1,M,H,02,1
2069,1,L,G,02,1
2070,0,M,R.S,02,1
2071,1,M,G,16,1
2072,1,M,J,02,10
2073,1,L,C,30,1
2074,0,L,Q,02,1
2075,1,L,C,02,1
2076,1,S,C,02,125
2077,1,L,N,02,1
2078,1,L,G,02,2
2079,1,S,Q,02,18
2080,1,L,H,02,1
2081,1,M,J,02,9
2082,1,S,M,02,30
2083,1,S,M,02,30
2084,1,S,J,02,6
2085,1,L,H,06,1
2086,1,S,I,06,153
2087,0,M,K.L,06,4
2088,1,L,C,14,1
2089,1,L,G,06,2
2090,1,M,H,06,1
2091,1,M,K.L,06,5
2092,0,L,O,06,1
2093,0,M,O,14,9
2094,0,S,O,14,1
2095,1,S,N,14,39
2096,0,L,O,06,1
2097,1,L,C,20,1
2098,1,L,C,20,1
2099,1,L,G,20,1
2100,0,L,O,20,1
2101,0,L,D.E,20,1
2102,0,L,D.E,20,1
2103,1,L,C,20,1
2104,1,M,C,20,21
2105,1,L,J,20,2
2106,1,L,C,20,1
2107,0,L,O,20,1
2108,0,M,Q,20,11
2109,0,L,D.E,20,1
2110,1,L,F,20,1
2111,1,L,F,20,1
2112,0,M,P,20,6
2113,1,L,C,20,1
2114,1,L,F,20,1
2115,0,L,P,20,1
2116,1,L,C,20,1
2117,1,S,H,20,26
2118,1,M,G,20,1
2119,1,L,C,20,1
2120,1,L,C,20,1
2121,1,L,C,20,1
2122,1,L,F,20,1
2123,1,L,F,20,1
2124,1,L,C,20,1
2125,0,L,Q,20,1
2126,0,L,Q,20,1
2127,1,L,C,20,1
2128,0,L,Q,20,1
2129,1,M,H,20,1
2130,0,L,Q,20,1
2131,0,L,Q,20,1
2132,0,L,Q,20,1
2133,0,L,O,20,1
2134,0,M,O,20,5
2135,0,L,O,20,1
2136,0,S,O,20,1
2137,0,L,O,20,1
2138,0,L,O,20,1
2139,0,S,O,20,1
2140,0,M,M,20,1
2141,0,M,O,20,5
2142,0,L,Q,20,1
2143,1,L,N,14,2
2144,1,L,F,20,2
2145,1,L,G,20,1
2146,1,L,F,20,2
2147,1,L,G,20,1
2148,0,L,P,20,1
2149,0,L,P,20,1
2150,1,L,C,20,1
2151,1,M,R.S,20,2
2152,0,L,P,06,1
2153,1,M,M,06,7
2154,1,M,R.S,06,1
2155,1,L,H,14,1
