id,private,size,nace,region,weight
2156,1,M,H,06,1
2157,1,M,J,06,1
2158,1,L,C,06,1
2159,1,L,C,06,1
2160,0,L,O,06,1
2161,1,M,J,06,2
2162,1,S,N,06,13
2163,0,L,O,06,1
2164,1,M,H,06,2
2165,1,M,H,06,1
2166,1,S,P,06,11
2167,1,M,G,14,537
2168,1,M,C,06,12
2169,1,L,D.E,14,1
2170,0,M,K.L,06,1
2171,0,L,M,06,1
2172,1,L,G,06,1
2173,0,L,K.L,06,1
2174,1,L,F,06,2
2175,1,M,J,06,2
2176,0,M,R.S,06,1
2177,0,L,O,06,1
2178,1,S,M,28,72
2179,0,L,R.S,06,1
2180,1,S,D.E,06,2
2181,1,M,G,06,14
2182,1,L,F,06,2
2183,1,M,H,06,2
2184,1,L,M,30,1
2185,1,M,J,06,2
2186,1,M,M,06,1
2187,1,L,J,06,1
2188,1,L,G,06,2
2189,0,M,K.L,06,1
2190,1,L,C,02,1
2191,1,L,C,24,1
2192,0,L,K.L,24,1
2193,1,L,C,12,1
2194,1,S,K.L,24,13
2195,1,M,F,12,1
2196,1,S,D.E,24,2
2197,1,S,D.E,24,2
2198,1,M,F,24,18
2199,1,S,H,24,103
2200,1,L,C,24,1
2201,1,L,C,24,1
2202,1,L,C,24,1
2203,1,L,F,24,1
2204,1,L,C,24,1
2205,1,L,C,24,20
2206,0,L,O,24,1
2207,0,M,D.E,12,1
2208,1,L,C,24,1
2209,1,L,G,14,1
2210,1,L,C,24,20
2211,0,L,P,24,1
2212,1,S,R.S,10,64
2213,1,L,C,24,2
2214,1,L,C,12,1
2215,1,L,C,24,1
2216,1,L,C,12,1
2217,1,L,R.S,24,1
2218,1,L,C,24,1
2219,1,S,F,24,78
2220,1,L,C,24,1
2221,1,L,C,18,1
2222,1,L,J,24,1
2223,1,L,C,24,1
2224,1,L,C,24,1
2225,1,L,G,12,1
2226,1,L,C,12,1
2227,1,M,D.E,24,6
2228,0,L,D.E,12,1
2229,1,L,C,24,1
2230,0,L,O,12,1
2231,0,L,O,24,1
2232,0,S,O,24,1
2233,0,M,O,24,6
2234,1,L,H,24,1
2235,1,L,C,24,1
2236,0,S,O,24,1
2237,1,L,C,24,21
2238,0,L,O,24,1
2239,0,L,D.E,24,1
2240,1,L,G,24,1
2241,1,L,M,24,1
2242,1,M,Q,24,14
2243,1,L,G,24,2
2244,1,S,K.L,24,13
2245,1,L,C,24,1
2246,0,L,O,24,1
2247,0,M,P,24,6
2248,1,L,G,24,1
2249,1,L,C,24,2
2250,1,S,I,24,74
2251,1,L,G,24,2
2252,1,L,C,24,1
2253,1,L,H,24,1
2254,1,L,C,08,1
2255,1,L,H,08,1
2256,1,M,F,08,9
2257,1,M,G,08,9
2258,0,M,R.S,08,1
2259,1,L,C,08,1
2260,1,M,K.L,08,1
2261,1,L,C,08,1
2262,1,L,C,08,1
2263,1,M,G,08,1
2264,1,M,F,08,1
2265,1,S,C,08,45
2266,1,M,I,08,2
2267,1,L,C,08,1
2268,1,M,H,08,1
2269,1,M,D.E,08,1
2270,0,M,R.S,08,2
2271,0,M,Q,08,7
2272,1,M,G,08,1
2273,1,L,H,24,2
2274,1,L,C,08,1
2275,1,M,F,08,2
2276,1,M,H,08,14
2277,1,M,G,08,1
2278,1,L,C,08,1
2279,0,L,R.S,08,1
2280,1,L,K.L,08,1
2281,1,S,H,08,31
2282,0,M,R.S,08,1
2283,0,L,P,08,1
2284,1,L,H,08,2
2285,1,M,G,08,1
2286,1,S,P,02,13
2287,0,M,K.L,08,1
2288,1,S,D.E,08,2
2289,1,L,C,08,1
2290,1,L,C,08,1
2291,1,S,N,08,18
2292,1,M,P,08,6
2293,1,M,J,08,3
2294,1,L,C,04,1
2295,1,L,H,08,1
2296,0,M,R.S,08,1
2297,1,L,C,08,1
2298,1,M,H,08,1
2299,1,M,F,08,1
2300,1,L,N,08,1
2301,1,L,Q,08,8
2302,1,S,F,08,54
2303,1,L,H,08,1
2304,1,L,C,08,2
2305,1,L,C,08,1
2306,1,L,H,08,1
2307,1,L,H,08,1
2308,1,L,G,08,1
2309,1,L,N,04,2
2310,1,L,C,04,1
2311,1,S,D.E,04,1
2312,0,M,R.S,04,1
2313,1,L,K.L,14,1
2314,0,L,O,04,1
2315,1,L,C,04,1
2316,1,L,F,04,2
2317,1,L,C,30,1
2318,0,L,O,04,1
2319,1,L,F,04,1
2320,1,L,C,04,1
2321,0,L,J,04,1
2322,1,M,K.L,04,1
2323,1,L,C,04,1
2324,1,S,F,04,66
2325,1,L,F,04,1
2326,0,L,Q,04,1
2327,1,L,H,04,2
2328,1,M,G,04,15
2329,0,L,D.E,04,1
2330,0,L,P,04,1
2331,1,L,C,04,1
2332,0,L,D.E,04,1
2333,1,L,C,04,1
2334,1,L,C,04,1
2335,1,L,C,04,1
2336,1,L,C,04,1
2337,1,S,D.E,04,2
2338,0,L,H,04,1
2339,1,L,C,04,1
2340,1,L,C,04,1
2341,1,L,C,16,1
2342,1,L,C,04,1
2343,0,L,R.S,04,1
2344,1,L,G,02,1
2345,1,L,I,04,1
2346,1,S,F,04,67
2347,1,L,G,04,1
2348,1,L,C,04,1
2349,1,L,I,04,1
2350,1,L,I,04,1
2351,1,L,I,04,2
2352,1,L,I,30,1
2353,1,L,I,04,1
2354,1,L,I,04,1
2355,1,L,I,04,1
2356,1,L,H,30,1
2357,1,L,C,28,1
2358,1,L,C,04,1
2359,0,L,H,04,1
2360,1,M,R.S,04,1
2361,1,L,I,30,1
2362,1,M,C,22,18
2363,1,L,C,04,1
2364,1,M,H,04,2
2365,0,L,Q,04,1
2366,0,M,Q,04,10
2367,0,L,Q,04,1
2368,0,L,Q,04,1
2369,0,L,O,04,1
2370,0,S,O,04,1
2371,0,S,O,04,1
2372,1,L,P,04,1
2373,1,L,C,04,1
2374,1,L,C,04,2
2375,1,L,C,04,1
2376,0,L,O,04,4
2377,1,L,C,30,1
2378,1,L,C,04,1
2379,0,L,Q,04,1
2380,1,L,F,04,1
2381,1,M,F,04,15
2382,1,L,C,04,1
2383,1,M,C,04,14
2384,1,L,C,04,1
2385,1,L,F,04,1
2386,1,L,N,04,1
2387,1,L,C,04,1
2388,1,M,C,04,22
2389,0,L,Q,04,1
2390,1,L,C,04,1
2391,1,L,H,04,1
2392,1,L,C,04,1
2393,1,M,F,04,13
2394,0,L,O,04,1
2395,0,L,P,04,1
2396,1,L,C,04,2
2397,1,M,C,04,14
2398,1,L,G,04,1
2399,1,L,G,04,1
2400,0,M,P,04,6
2401,1,L,P,04,1
2402,1,S,J,10,19
2403,1,M,H,10,39
2404,1,M,G,10,15
2405,0,M,K.L,10,1
2406,1,L,C,10,1
2407,1,L,Q,10,1
2408,1,L,Q,10,13
2409,1,M,F,10,1
2410,1,L,C,10,1
2411,1,L,C,10,1
2412,1,M,I,08,2
2413,1,L,C,10,1
2414,0,M,Q,10,13
2415,1,L,C,10,1
2416,0,L,O,10,1
2417,1,M,G,10,15
2418,1,L,C,10,1
2419,1,S,Q,10,15
2420,1,L,C,10,1
2421,1,S,F,10,81
2422,1,L,J,10,1
2423,1,L,J,10,1
2424,1,L,J,10,1
2425,1,L,H,10,1
2426,0,L,O,10,1
2427,1,L,J,10,1
2428,1,L,G,10,1
2429,1,L,G,10,15
2430,0,L,R.S,10,1
2431,1,L,M,10,1
2432,1,L,N,10,1
2433,1,L,C,02,1
2434,1,L,M,10,1
2435,1,M,F,10,2
2436,1,M,F,10,1
2437,1,L,J,10,1
2438,1,M,C,10,28
2439,1,S,M,10,109
2440,1,M,K.L,10,6
2441,1,M,M,10,13
2442,0,L,P,10,1
2443,1,L,C,10,1
2444,1,S,Q,10,15
2445,1,L,C,14,1
2446,1,L,P,10,1
2447,1,L,G,10,1
2448,1,L,C,10,1
2449,0,L,K.L,10,1
2450,1,S,Q,10,15
2451,1,L,C,02,1
2452,0,L,H,10,1
2453,1,S,N,10,27
2454,1,M,F,10,13
2455,1,L,M,10,1
2456,1,L,H,10,1
2457,1,M,F,10,1
2458,1,M,G,10,23
2459,1,M,M,10,13
2460,1,L,N,10,1
2461,0,L,O,10,1
2462,1,L,F,10,1
2463,1,L,G,10,1
2464,1,L,Q,10,1
2465,1,M,P,10,6
2466,1,M,P,10,7
2467,1,S,D.E,16,2
2468,1,L,G,10,1
2469,1,M,F,10,1
2470,1,L,C,10,1
2471,1,M,I,10,10
2472,1,S,D.E,10,2
2473,1,L,C,10,1
2474,1,L,C,10,1
2475,1,S,M,10,110
2476,1,L,G,10,1
2477,1,M,F,10,1
2478,1,L,M,10,1
2479,1,S,C,10,114
2480,1,S,I,10,32
2481,0,S,D.E,10,2
2482,1,L,C,32,1
2483,1,M,F,06,14
2484,1,L,C,06,1
2485,1,L,C,06,1
2486,1,M,F,06,14
2487,0,L,P,06,1
2488,0,M,P,06,7
2489,1,M,N,12,10
2490,1,M,C,12,20
2491,1,L,H,02,1
2492,1,L,N,12,1
2493,1,M,I,12,1
2494,1,L,M,12,1
2495,1,L,I,12,1
2496,1,L,I,12,1
2497,1,M,M,24,15
2498,1,M,M,24,84
2499,1,L,G,14,1
2500,1,L,I,02,1
2501,1,L,N,12,1
2502,1,S,J,12,13
2503,1,L,C,02,1
2504,1,L,F,12,1
2505,1,L,R.S,12,1
2506,1,L,D.E,12,1
2507,1,M,C,12,20
2508,1,S,D.E,12,2
2509,1,L,C,12,1
2510,1,L,N,24,1
2511,1,L,Q,12,1
2512,0,M,Q,12,12
2513,1,L,C,12,2
2514,1,L,C,12,1
2515,1,L,M,12,1
2516,1,L,F,14,1
2517,1,L,G,12,1
2518,1,L,K.L,14,1
2519,1,L,J,12,2
2520,1,L,J,12,1
2521,1,L,G,12,1
2522,0,L,M,12,1
2523,1,S,F,12,83
2524,1,L,C,18,1
2525,1,S,M,12,36
2526,1,L,C,18,1
2527,1,L,M,12,1
2528,1,L,D.E,16,2
2529,1,L,D.E,24,2
2530,1,L,C,12,1
2531,0,M,D.E,12,5
2532,1,M,F,12,2
2533,1,M,F,12,1
2534,1,S,N,12,33
2535,0,L,O,12,1
2536,1,L,J,12,1
2537,0,L,H,12,1
2538,1,L,C,12,1
2539,1,L,C,18,1
2540,1,M,J,12,10
2541,0,L,M,12,1
2542,1,L,G,02,1
2543,1,L,I,12,1
2544,1,S,K.L,12,18
2545,0,L,D.E,12,1
2546,1,L,G,12,2
2547,1,L,M,12,2
2548,1,M,Q,12,18
2549,1,M,I,12,17
2550,1,M,F,12,19
2551,1,S,I,12,35
2552,1,M,C,12,19
2553,1,L,J,12,1
2554,1,M,I,12,15
2555,1,L,K.L,12,3
2556,0,M,P,12,8
2557,1,L,C,12,2
2558,1,L,C,12,2
2559,1,S,R.S,12,61
2560,1,L,G,12,1
2561,1,L,G,12,1
2562,1,L,J,12,2
2563,1,M,F,24,18
2564,1,L,C,18,1
2565,1,M,N,12,10
2566,1,L,J,12,2
2567,1,L,P,12,1
2568,1,L,N,12,2
2569,1,L,C,12,2
2570,1,L,N,24,2
2571,1,L,G,12,1
2572,1,M,G,12,23
2573,1,L,M,14,1
2574,1,L,M,12,1
2575,1,L,C,12,1
2576,1,L,G,12,1
2577,1,L,J,12,2
2578,1,L,F,12,1
2579,1,L,C,12,1
2580,1,L,G,12,2
2581,1,L,G,12,1
2582,1,M,J,12,12
2583,1,L,C,12,1
2584,1,L,N,12,1
2585,1,L,F,12,2
2586,1,L,J,12,1
2587,1,L,I,12,1
2588,1,L,K.L,12,2
2589,0,L,F,12,1
2590,1,S,P,12,9
2591,1,L,P,12,1
2592,1,L,C,12,1
2593,1,M,P,12,10
2594,1,M,C,12,20
2595,1,L,J,12,2
2596,1,L,N,12,1
2597,1,S,J,12,13
2598,1,S,N,12,12
2599,1,S,N,12,11
2600,1,L,F,12,1
2601,1,S,K.L,12,6
2602,1,L,Q,12,11
2603,1,M,F,12,18
2604,1,S,J,12,8
2605,1,L,M,12,1
2606,1,L,M,12,1
2607,1,L,G,12,1
2608,1,L,M,12,1
2609,1,L,C,12,2
2610,1,S,K.L,12,15
2611,1,L,M,12,1
2612,1,M,C,12,19
2613,1,L,J,12,1
2614,1,S,M,12,102
2615,1,M,M,12,1
2616,1,L,C,14,1
2617,1,L,C,28,2
2618,1,L,C,30,1
2619,0,M,D.E,14,2
2620,1,L,C,14,1
2621,1,M,G,14,25
2622,1,L,C,14,1
2623,0,L,D.E,14,1
2624,1,L,G,14,1
2625,0,S,O,14,1
2626,0,M,Q,14,15
2627,1,L,G,14,1
2628,1,M,C,14,26
2629,1,M,F,14,20
2630,1,L,C,02,1
2631,1,L,C,14,2
2632,1,L,M,12,1
2633,1,L,C,30,1
2634,1,S,H,14,39
2635,1,S,R.S,14,66
2636,1,L,C,04,1
2637,1,L,J,14,1
2638,1,L,C,14,1
2639,1,L,H,14,1
2640,1,L,C,08,1
2641,0,L,Q,14,1
2642,1,L,C,10,1
2643,1,M,G,14,26
2644,1,L,M,14,1
2645,1,L,C,10,2
2646,0,L,O,14,1
2647,1,L,C,02,1
2648,1,L,J,24,1
2649,1,L,H,14,1
2650,1,L,J,14,1
2651,0,L,J,14,1
2652,1,L,K.L,14,1
2653,1,M,I,28,1
2654,0,L,O,14,1
2655,1,M,K.L,14,18
2656,1,L,I,04,1
2657,1,L,I,04,1
2658,1,L,I,30,1
2659,1,L,M,30,1
2660,1,L,N,04,1
2661,1,L,C,14,1
2662,1,L,K.L,14,1
2663,1,S,F,14,446
2664,1,M,R.S,14,1
2665,1,L,C,14,1
2666,1,L,I,14,1
2667,1,L,C,02,1
2668,1,L,C,30,1
2669,1,L,C,24,1
2670,1,L,C,14,1
2671,0,L,R.S,14,1
2672,1,L,C,14,2
2673,0,L,R.S,14,1
2674,1,S,N,14,39
2675,1,L,N,14,1
2676,0,L,O,14,1
2677,1,L,J,14,1
2678,1,M,R.S,14,1
2679,1,L,R.S,14,1
2680,1,L,G,14,1
2681,1,L,C,24,1
2682,1,L,G,10,1
2683,1,L,M,30,1
2684,1,L,J,14,1
2685,1,L,N,02,2
2686,1,L,M,14,2
2687,1,L,J,14,1
2688,0,M,K.L,14,1
2689,1,L,J,14,1
2690,1,L,J,14,1
2691,1,L,C,30,1
2692,1,L,C,02,1
2693,1,L,C,14,1
2694,1,L,D.E,14,1
2695,1,L,M,14,2
2696,1,L,Q,14,1
2697,1,L,G,14,1
2698,1,S,H,14,148
2699,1,S,M,14,36
2700,1,L,M,14,1
2701,1,M,N,14,18
2702,1,L,H,14,1
2703,1,L,G,14,1
2704,1,S,C,14,144
2705,1,L,N,14,18
2706,1,L,K.L,14,1
2707,0,L,O,14,1
2708,1,L,C,32,1
2709,0,M,D.E,14,1
2710,1,L,M,14,1
2711,0,L,O,14,1
2712,1,L,J,14,2
2713,1,L,G,14,1
2714,0,L,P,14,1
2715,1,L,G,14,1
2716,1,L,M,14,1
2717,1,L,C,14,1
2718,1,L,J,14,1
2719,1,L,H,30,1
2720,1,L,J,14,1
2721,1,L,K.L,14,1
2722,1,L,P,14,8
2723,1,L,K.L,14,1
2724,1,S,J,14,21
2725,1,L,C,14,1
2726,0,L,R.S,14,1
2727,1,L,K.L,14,1
2728,1,L,M,14,1
2729,1,L,H,14,1
2730,1,L,C,24,2
2731,1,L,H,14,1
2732,1,L,C,08,1
2733,0,L,R.S,14,1
2734,0,L,D.E,14,1
2735,1,L,G,14,1
2736,0,L,C,14,1
2737,1,L,K.L,14,1
2738,1,M,I,14,49
2739,1,L,C,02,1
2740,1,L,M,14,1
2741,1,L,J,30,1
2742,1,S,D.E,14,2
2743,1,L,K.L,14,1
2744,1,L,G,14,2
2745,1,L,D.E,24,1
2746,1,L,C,14,1
2747,1,L,J,02,1
2748,1,L,M,12,1
2749,1,L,F,14,1
2750,1,L,C,14,1
2751,1,L,C,26,1
2752,1,L,J,14,14
2753,1,S,D.E,14,2
2754,1,S,D.E,14,2
2755,1,L,M,14,1
2756,0,L,O,14,1
2757,1,L,H,14,1
2758,1,L,M,14,1
2759,1,L,J,12,1
2760,1,L,I,28,1
2761,1,L,C,14,1
2762,1,S,N,14,17
2763,1,S,R.S,14,65
2764,1,L,G,14,1
2765,1,L,J,22,1
2766,1,S,J,14,21
2767,1,L,C,14,25
2768,1,S,G,14,538
2769,1,L,C,22,2
2770,0,L,Q,14,1
2771,1,L,M,02,1
2772,1,L,C,14,1
2773,1,L,H,14,1
2774,1,L,M,14,1
2775,1,L,C,14,1
2776,1,M,N,28,1
2777,1,L,F,14,1
2778,1,M,R.S,14,1
2779,1,L,C,16,1
2780,0,L,Q,14,1
2781,1,L,I,10,1
2782,1,L,I,10,1
2783,1,L,I,10,1
2784,1,L,I,10,1
2785,1,L,I,10,1
2786,1,L,I,10,2
2787,1,L,I,10,1
2788,1,L,I,10,1
2789,1,M,Q,14,19
2790,1,L,G,14,1
2791,0,L,J,14,1
2792,1,M,M,30,1
2793,1,L,C,02,1
2794,1,M,I,14,49
2795,0,M,R.S,14,1
2796,1,L,I,14,1
2797,1,L,N,14,1
2798,1,L,G,14,1
2799,1,M,M,14,24
2800,1,L,I,22,2
2801,1,L,G,14,1
2802,1,M,G,14,40
2803,1,S,Q,14,13
2804,0,L,J,14,1
2805,0,L,D.E,14,1
2806,1,L,G,14,1
2807,1,L,F,14,1
2808,1,L,C,30,1
2809,1,L,C,04,1
2810,0,L,M,14,1
2811,1,L,C,32,1
2812,1,L,H,22,1
2813,1,L,M,14,1
2814,1,L,M,14,1
2815,1,L,C,02,1
2816,1,M,K.L,30,1
2817,1,L,I,14,1
2818,1,L,C,14,1
2819,0,L,Q,14,1
2820,0,L,Q,14,14
2821,0,L,Q,14,15
2822,1,L,C,08,1
2823,1,L,C,04,1
2824,1,S,K.L,10,13
2825,1,L,C,02,1
2826,1,L,J,12,1
2827,1,M,G,10,16
2828,1,S,G,14,538
2829,1,L,G,14,1
2830,1,L,I,32,1
2831,1,L,R.S,14,1
2832,1,L,J,32,1
2833,1,L,G,32,1
2834,1,L,C,04,1
2835,0,L,Q,14,1
2836,1,L,C,02,1
2837,1,L,K.L,14,1
2838,1,L,K.L,14,2
2839,1,L,J,12,1
2840,1,L,N,14,1
2841,1,S,M,14,36
2842,1,S,K.L,14,14
2843,1,M,J,22,9
2844,1,L,J,14,1
2845,1,L,C,24,1
2846,1,L,H,14,1
2847,0,L,O,14,1
2848,1,L,F,14,2
2849,1,L,G,14,1
2850,1,L,F,14,2
2851,1,L,C,16,1
2852,1,L,C,20,1
2853,1,M,K.L,24,9
2854,1,L,J,22,1
2855,0,L,R.S,14,1
2856,1,L,C,14,1
2857,1,L,J,14,1
2858,1,L,C,14,1
2859,1,L,G,14,1
2860,1,L,C,14,1
2861,1,S,D.E,14,2
2862,1,L,C,30,1
2863,1,M,I,14,23
2864,0,S,D.E,14,2
2865,1,L,M,14,1
2866,1,L,G,14,1
2867,1,M,G,14,39
2868,1,L,N,14,1
2869,1,L,G,10,1
2870,0,L,P,14,1
2871,1,L,N,14,2
2872,0,L,Q,14,1
2873,1,L,K.L,14,1
2874,1,S,H,14,39
2875,1,M,C,14,34
2876,1,L,C,14,1
2877,1,L,C,14,1
2878,1,L,G,24,1
2879,1,L,C,24,1
2880,1,L,C,06,1
2881,1,L,G,24,1
2882,1,M,P,14,10
2883,1,M,I,28,2
2884,1,L,C,08,1
2885,1,L,H,30,1
2886,1,L,C,14,1
2887,1,S,J,14,21
2888,1,L,G,14,1
2889,1,L,G,14,1
2890,1,L,I,02,1
2891,1,M,F,14,34
2892,1,S,R.S,14,29
2893,1,L,C,14,1
2894,1,M,J,14,20
2895,1,M,I,14,1
2896,1,L,M,22,1
2897,1,L,J,24,1
2898,1,L,H,10,1
2899,1,L,F,14,2
2900,1,S,D.E,14,3
2901,0,L,P,14,1
2902,1,L,M,14,1
2903,0,S,R.S,14,4
2904,1,L,G,02,1
2905,1,L,C,24,1
2906,1,L,G,14,1
2907,1,M,G,14,39
2908,1,L,C,14,1
2909,1,L,N,14,1
2910,1,S,D.E,14,2
2911,0,L,K.L,14,1
2912,0,L,K.L,14,1
2913,1,L,C,16,1
2914,1,L,C,30,1
2915,1,L,C,28,1
2916,1,L,I,14,1
2917,1,L,G,14,1
2918,1,S,D.E,14,2
2919,1,M,I,14,1
2920,1,L,M,02,1
2921,1,L,M,22,1
2922,1,L,K.L,10,1
2923,1,L,C,02,1
2924,0,L,P,14,1
2925,1,L,C,14,1
2926,1,L,N,12,1
2927,1,M,K.L,14,13
2928,1,S,J,14,9
2929,1,M,D.E,14,12
2930,1,L,J,12,1
2931,1,L,H,10,1
2932,1,L,J,14,1
2933,1,L,G,14,1
2934,1,L,G,14,1
2935,1,L,J,14,1
2936,1,L,K.L,14,1
2937,1,M,P,14,10
2938,1,L,M,12,1
2939,1,L,N,14,1
2940,1,L,J,32,1
2941,1,L,N,14,1
2942,1,L,C,32,1
2943,1,L,C,24,1
2944,1,L,C,24,1
2945,1,L,C,24,1
2946,1,L,C,24,1
2947,1,M,C,24,20
2948,1,L,C,24,1
2949,0,L,P,24,1
2950,1,S,N,24,32
2951,1,M,F,24,23
2952,0,L,O,24,1
2953,1,L,F,24,1
2954,1,L,N,24,2
2955,1,L,C,16,1
2956,1,L,C,24,1
2957,1,L,C,24,1
2958,1,L,C,24,1
2959,1,M,N,24,18
2960,1,L,C,24,1
2961,0,L,Q,24,1
2962,0,L,O,16,1
2963,1,L,C,24,1
2964,0,S,O,10,1
2965,1,L,G,24,1
2966,0,L,D.E,24,2
2967,1,L,G,24,1
2968,1,L,G,02,1
2969,1,S,C,24,145
2970,1,M,R.S,24,2
2971,1,L,I,24,2
2972,1,S,H,24,103
2973,1,L,Q,24,12
2974,1,M,Q,24,12
2975,1,S,C,16,77
2976,1,S,F,16,51
2977,1,L,C,16,1
2978,1,L,H,16,1
2979,1,M,C,16,16
2980,1,L,C,12,1
2981,1,S,I,16,46
2982,1,M,C,16,24
2983,1,M,H,16,27
2984,0,M,R.S,16,1
2985,1,M,G,16,10
2986,1,S,J,16,13
2987,0,M,R.S,16,1
2988,0,M,K.L,16,1
2989,0,L,P,16,1
2990,1,L,H,16,1
2991,0,L,H,16,1
2992,1,L,J,16,1
2993,1,M,N,16,1
2994,1,L,C,16,1
2995,1,L,C,16,1
2996,0,L,K.L,16,1
2997,1,L,C,16,1
2998,1,S,H,16,58
2999,1,M,G,16,9
3000,1,L,C,22,1
3001,1,L,C,22,2
3002,1,S,I,28,77
3003,1,L,C,22,1
3004,1,M,I,28,1
3005,0,L,H,28,1
3006,1,L,G,22,1
3007,1,M,F,28,15
3008,0,M,Q,28,9
3009,1,L,C,28,1
3010,0,M,O,28,4
3011,1,L,C,22,1
3012,1,M,D.E,22,1
3013,1,S,H,28,50
3014,1,L,C,22,2
3015,1,L,C,28,1
3016,1,S,R.S,28,4
3017,1,L,C,28,1
3018,0,M,O,22,4
3019,0,S,O,22,1
3020,0,S,O,22,1
3021,1,L,C,18,1
3022,1,L,G,18,1
3023,1,L,G,18,1
3024,1,S,H,18,34
3025,1,L,C,18,1
3026,1,L,F,18,1
3027,1,L,C,18,1
3028,1,L,C,18,1
3029,1,L,G,18,1
3030,1,L,G,14,1
3031,1,L,G,18,1
3032,1,M,F,18,15
3033,1,L,C,18,1
3034,1,M,J,18,1
3035,1,L,J,18,1
3036,1,M,H,18,11
3037,1,L,C,18,1
3038,1,L,C,18,1
3039,0,L,H,18,1
3040,1,S,M,18,49
3041,1,L,F,18,1
3042,1,L,C,18,1
3043,1,S,Q,18,10
3044,1,S,Q,18,10
3045,1,M,R.S,18,2
3046,0,M,K.L,18,1
3047,1,L,C,18,1
3048,1,M,G,18,20
3049,1,S,N,18,16
3050,1,M,D.E,18,1
3051,1,S,R.S,18,60
3052,1,M,F,18,1
3053,1,L,M,18,1
3054,1,M,F,18,13
3055,1,L,C,18,1
3056,0,M,D.E,18,5
3057,1,L,G,18,1
3058,1,S,H,18,34
3059,1,S,F,02,178
3060,1,L,C,18,1
3061,1,M,I,18,1
3062,1,M,M,18,1
3063,1,S,H,18,90
3064,1,S,F,18,140
3065,1,S,F,18,62
3066,0,M,R.S,18,1
3067,1,L,C,18,1
3068,1,S,R.S,18,3
3069,1,M,H,18,2
3070,1,L,C,18,1
3071,0,L,H,22,1
3072,1,M,I,22,2
3073,1,L,C,22,1
3074,0,L,D.E,22,1
3075,1,L,C,22,1
3076,0,M,D.E,22,1
3077,0,L,N,22,1
3078,0,L,P,22,1
3079,1,L,N,22,1
3080,1,M,C,22,15
3081,1,M,F,22,14
3082,1,L,K.L,22,1
3083,1,L,C,22,1
3084,0,L,O,22,4
3085,1,L,C,22,1
3086,1,S,F,22,59
3087,1,M,G,22,22
3088,1,L,C,32,1
3089,0,L,D.E,22,1
3090,0,L,D.E,22,1
3091,0,L,D.E,30,1
3092,0,L,D.E,32,1
3093,0,L,D.E,14,1
3094,1,L,H,22,1
3095,1,L,H,22,1
3096,0,M,P,22,7
3097,1,L,C,22,1
3098,1,M,C,22,14
3099,1,L,F,22,1
3100,0,L,R.S,22,1
3101,1,L,C,22,1
3102,1,L,C,22,1
3103,1,L,N,22,1
3104,1,M,C,22,19
3105,1,L,H,22,2
3106,1,S,G,22,146
3107,1,L,C,22,1
3108,1,L,R.S,22,1
3109,1,L,C,22,1
3110,1,M,D.E,22,9
3111,1,M,H,22,14
3112,1,L,C,22,1
3113,1,M,K.L,22,1
3114,1,L,G,22,1
3115,1,M,F,22,14
3116,1,L,H,22,1
3117,1,M,F,22,19
3118,0,L,C,22,1
3119,1,L,C,22,1
3120,1,L,C,28,1
3121,1,L,M,22,2
3122,1,M,F,22,1
3123,1,M,Q,22,13
3124,0,L,H,22,2
3125,1,L,F,22,1
3126,1,L,F,22,1
3127,0,M,D.E,22,6
3128,1,L,G,22,1
3129,0,L,C,22,1
3130,0,M,O,22,4
3131,1,M,K.L,22,1
3132,0,M,P,22,6
3133,1,L,D.E,22,1
3134,1,L,G,22,2
3135,1,L,H,22,1
3136,1,S,G,22,147
3137,1,M,C,22,15
3138,1,L,C,22,1
3139,1,M,G,22,1
3140,1,L,C,22,1
3141,1,S,N,22,10
3142,1,L,C,24,1
3143,1,L,H,22,2
3144,1,L,J,22,1
3145,1,L,C,12,1
3146,1,L,H,22,1
3147,1,L,G,22,1
3148,1,M,H,22,1
3149,1,M,D.E,22,2
3150,1,L,C,22,1
3151,0,L,P,22,1
3152,1,L,F,22,1
3153,1,L,G,22,1
3154,1,L,H,22,1
3155,1,M,G,22,16
3156,1,L,C,22,1
3157,1,L,G,22,2
3158,1,L,C,22,1
3159,0,M,K.L,22,7
3160,1,L,C,22,1
3161,1,M,I,22,1
3162,1,L,C,22,15
3163,1,S,K.L,22,11
3164,1,M,F,22,19
3165,0,L,H,22,1
3166,1,L,C,22,1
3167,1,S,F,22,59
3168,1,M,K.L,22,1
3169,1,L,C,30,1
3170,1,L,J,22,1
3171,1,L,G,22,2
3172,0,L,Q,22,1
3173,1,S,M,22,25
3174,0,L,D.E,22,1
3175,1,S,K.L,22,16
3176,0,L,D.E,22,1
3177,1,M,I,22,1
3178,0,L,K.L,22,1
3179,1,L,J,22,1
3180,1,L,C,22,1
3181,1,S,R.S,22,27
3182,0,M,R.S,22,1
3183,1,S,K.L,22,11
3184,0,L,D.E,22,1
3185,1,L,P,22,1
3186,1,L,N,22,1
3187,1,L,G,22,1
3188,1,L,C,22,1
3189,1,L,G,22,1
3190,0,L,O,22,1
3191,0,L,O,22,1
3192,0,L,O,22,1
3193,0,L,O,22,1
3194,0,L,O,22,1
3195,0,S,O,22,1
3196,0,L,O,22,1
3197,0,L,R.S,22,1
3198,0,M,O,22,4
3199,0,M,O,22,4
3200,1,M,F,22,19
3201,1,L,G,22,1
3202,1,L,C,22,1
3203,1,S,M,22,25
3204,1,L,J,22,2
